Week,ASP*,Total Volume,4046,4225,4770,Total Bagged,Sml Bagged,Lrg Bagged,XLrg Bagged,region,type,year
9/17/2017,$1.55,2466839,512068,1116828,20473,817470,716654,98413,2402,MIDSOUTH,Conventional,2017
9/10/2017,$1.56,2428140,466611,1074164,21742,865623,732278,110137,23208,MIDSOUTH,Conventional,2017
9/3/2017,$1.54,2561784,512115,1135717,24649,889303,747801,116289,25212,MIDSOUTH,Conventional,2017
8/27/2017,$1.50,2617108,577443,1071864,23089,944712,804265,124192,16255,MIDSOUTH,Conventional,2017
8/20/2017,$1.41,2865414,613834,1140931,23580,1087069,904139,145663,37267,MIDSOUTH,Conventional,2017
8/13/2017,$1.37,2902605,595916,1267015,25765,1013908,836576,148878,28455,MIDSOUTH,Conventional,2017
8/6/2017,$1.34,2907564,601191,1272882,26753,1006738,856452,122564,27722,MIDSOUTH,Conventional,2017
7/30/2017,$1.34,2817092,613040,1200264,26106,977682,833165,126121,18395,MIDSOUTH,Conventional,2017
7/23/2017,$1.34,2886538,613827,1240752,26154,1005806,861275,114929,29602,MIDSOUTH,Conventional,2017
7/16/2017,$1.34,2827404,566735,1217132,26713,1016825,860214,122607,34004,MIDSOUTH,Conventional,2017
7/9/2017,$1.29,3173372,643600,1287443,27337,1214992,969122,191302,54568,MIDSOUTH,Conventional,2017
7/2/2017,$1.26,3218962,663115,1257957,30427,1267464,1026993,187005,53466,MIDSOUTH,Conventional,2017
6/25/2017,$1.27,3147519,673327,1319522,27318,1127352,903265,187611,36475,MIDSOUTH,Conventional,2017
6/18/2017,$1.34,3032871,600416,1348478,28997,1054980,909823,107064,38093,MIDSOUTH,Conventional,2017
6/11/2017,$1.34,3150788,640517,1365910,31605,1112756,900867,167944,43946,MIDSOUTH,Conventional,2017
6/4/2017,$1.43,3212276,699462,1357927,31609,1123278,916402,187872,19004,MIDSOUTH,Conventional,2017
5/28/2017,$1.38,3380162,750399,1352784,35153,1241825,1002084,230581,9160,MIDSOUTH,Conventional,2017
5/21/2017,$1.34,3232305,740206,1308057,32391,1151651,953596,193338,4717,MIDSOUTH,Conventional,2017
5/14/2017,$1.31,3047596,721744,1036405,30171,1259277,1104012,148639,6626,MIDSOUTH,Conventional,2017
5/7/2017,$1.19,4372729,926758,1699123,47937,1698911,1456001,237524,5386,MIDSOUTH,Conventional,2017
4/30/2017,$1.38,3291328,771445,1301501,32880,1185502,1038439,142459,4604,MIDSOUTH,Conventional,2017
4/23/2017,$1.40,3060396,617150,1225887,31535,1185824,1044589,136072,5163,MIDSOUTH,Conventional,2017
4/16/2017,$1.43,2965083,618950,1222428,31587,1092118,962600,125319,4200,MIDSOUTH,Conventional,2017
4/9/2017,$1.39,2990138,650950,1221294,29642,1088253,990216,93876,4161,MIDSOUTH,Conventional,2017
4/2/2017,$1.30,3350939,670531,1325657,32124,1322626,1192231,126225,4170,MIDSOUTH,Conventional,2017
3/26/2017,$1.33,3162601,673396,1328646,33096,1127463,988524,135004,3935,MIDSOUTH,Conventional,2017
3/19/2017,$1.35,2933076,607104,1325163,30754,970056,867587,98620,3849,MIDSOUTH,Conventional,2017
3/12/2017,$1.33,3059010,718846,1306320,38103,995740,868710,123512,3518,MIDSOUTH,Conventional,2017
3/5/2017,$1.14,3397986,737562,1432040,51391,1176993,1044381,131525,1087,MIDSOUTH,Conventional,2017
2/26/2017,$1.20,3310530,689257,1618435,52648,950191,823880,123352,2960,MIDSOUTH,Conventional,2017
2/19/2017,$1.19,2929352,665322,1215057,41352,1007621,857235,147588,2798,MIDSOUTH,Conventional,2017
2/12/2017,$1.07,3403724,936824,1373681,38397,1054822,860149,190222,4451,MIDSOUTH,Conventional,2017
2/5/2017,$0.95,4703681,1220323,2257430,108936,1116991,950346,161723,4923,MIDSOUTH,Conventional,2017
1/29/2017,$1.22,3151000,740797,1363482,43528,1003194,845213,153113,4868,MIDSOUTH,Conventional,2017
1/22/2017,$1.17,3394184,737949,1519035,94412,1042788,859649,181562,1577,MIDSOUTH,Conventional,2017
1/15/2017,$1.23,3034320,693675,1293221,43787,1003637,876947,125271,1418,MIDSOUTH,Conventional,2017
1/8/2017,$1.11,3454820,777266,1624950,45093,1007511,873053,130291,4166,MIDSOUTH,Conventional,2017
1/1/2017,$1.12,2878968,653896,1285364,64703,875004,719380,151227,4398,MIDSOUTH,Conventional,2017
12/31/2017,$0.81,258730,159029,10138,178,89386,70278,18477,630,Nashville,Conventional,2017
12/24/2017,$1.04,182003,96259,6817,201,78726,65116,12232,1378,Nashville,Conventional,2017
12/17/2017,$0.91,197844,97644,7363,224,92613,79114,12580,919,Nashville,Conventional,2017
12/10/2017,$0.90,239588,123093,7030,200,109265,94522,13873,870,Nashville,Conventional,2017
12/3/2017,$1.01,229337,123038,8062,175,98063,78202,18913,949,Nashville,Conventional,2017
11/26/2017,$1.08,159826,83217,6254,183,70172,58959,10358,856,Nashville,Conventional,2017
11/19/2017,$1.02,188444,104128,6946,262,77107,65958,10329,820,Nashville,Conventional,2017
11/12/2017,$1.07,202631,121879,7035,281,73436,63381,9118,936,Nashville,Conventional,2017
11/5/2017,$1.02,229240,144908,8243,355,75735,63827,11124,785,Nashville,Conventional,2017
10/29/2017,$1.14,217724,125955,9477,185,82107,68555,13184,368,Nashville,Conventional,2017
10/22/2017,$1.41,167136,97915,9503,252,59465,49861,9599,5,Nashville,Conventional,2017
10/15/2017,$1.57,161020,87210,10228,126,63457,53310,10144,3,Nashville,Conventional,2017
10/8/2017,$1.76,140968,77117,4016,106,59729,49424,10304,0,Nashville,Conventional,2017
10/1/2017,$1.70,154957,73759,21325,90,59782,52292,7432,59,Nashville,Conventional,2017
9/24/2017,$1.66,159412,74533,22831,82,61965,54502,7350,113,Nashville,Conventional,2017
9/17/2017,$1.48,167440,70892,29794,70,66685,56309,10118,257,Nashville,Conventional,2017
9/10/2017,$1.42,176082,72428,37439,94,66122,56903,7882,1337,Nashville,Conventional,2017
9/3/2017,$1.34,188702,76965,42751,76,68909,57883,10274,751,Nashville,Conventional,2017
8/27/2017,$1.28,184465,82465,40039,106,61856,48845,10803,2207,Nashville,Conventional,2017
8/20/2017,$1.07,261758,114191,37849,53,109665,90141,17633,1891,Nashville,Conventional,2017
8/13/2017,$1.05,268656,124291,38811,91,105463,87901,16067,1495,Nashville,Conventional,2017
8/6/2017,$1.13,243526,106179,36728,49,100571,86175,12836,1559,Nashville,Conventional,2017
7/30/2017,$1.14,217775,106460,29771,52,81491,65556,14828,1108,Nashville,Conventional,2017
7/23/2017,$1.21,211384,95944,32145,180,83116,71645,9364,2107,Nashville,Conventional,2017
7/16/2017,$1.18,212211,93140,32247,207,86618,71974,13092,1551,Nashville,Conventional,2017
7/9/2017,$0.99,267297,101168,35679,110,130340,105531,22029,2780,Nashville,Conventional,2017
7/2/2017,$0.96,281067,112545,39947,90,128485,110433,15456,2596,Nashville,Conventional,2017
6/25/2017,$0.90,287218,114570,47014,60,125573,105149,18682,1743,Nashville,Conventional,2017
6/18/2017,$1.00,260893,108421,33689,143,118640,105965,10906,1769,Nashville,Conventional,2017
6/11/2017,$1.13,218540,107489,23110,142,87799,74772,10765,2262,Nashville,Conventional,2017
6/4/2017,$1.07,269102,133059,12468,120,123456,106244,14782,2430,Nashville,Conventional,2017
5/28/2017,$0.97,282671,149462,7593,149,125467,85800,37475,2193,Nashville,Conventional,2017
5/21/2017,$0.99,259152,139176,7392,37,112547,86638,23799,2109,Nashville,Conventional,2017
5/14/2017,$1.02,225324,124826,7631,100,92767,72042,18978,1747,Nashville,Conventional,2017
5/7/2017,$0.84,368797,169744,12218,190,186645,163451,21424,1770,Nashville,Conventional,2017
4/30/2017,$0.99,286322,147000,11874,78,127369,105192,20199,1978,Nashville,Conventional,2017
4/23/2017,$1.10,226088,109054,8878,75,108081,97879,8397,1805,Nashville,Conventional,2017
4/16/2017,$1.09,230566,111412,9802,136,109216,102366,5170,1680,Nashville,Conventional,2017
4/9/2017,$1.03,251090,110091,10197,119,130683,122343,6780,1560,Nashville,Conventional,2017
4/2/2017,$0.95,281439,122671,10967,87,147714,139193,7521,1000,Nashville,Conventional,2017
3/26/2017,$0.91,276733,135016,10773,93,130851,122644,6938,1270,Nashville,Conventional,2017
3/19/2017,$0.96,228023,110762,10020,100,107141,99605,5996,1540,Nashville,Conventional,2017
3/12/2017,$0.75,261830,154343,10155,71,97261,89586,6435,1240,Nashville,Conventional,2017
3/5/2017,$0.60,379324,174850,10907,186,193382,186396,6876,110,Nashville,Conventional,2017
2/26/2017,$0.88,216227,121850,13162,71,81143,72020,8089,1035,Nashville,Conventional,2017
2/19/2017,$0.82,225664,113868,12392,123,99281,90304,8147,830,Nashville,Conventional,2017
2/12/2017,$0.66,271394,139709,30103,246,101336,80701,19120,1515,Nashville,Conventional,2017
2/5/2017,$0.68,377720,182396,43117,150,152057,131345,20622,90,Nashville,Conventional,2017
1/29/2017,$0.93,238393,109656,20938,123,107675,92859,14816,0,Nashville,Conventional,2017
1/22/2017,$0.87,251190,112821,30482,81,107806,82914,24413,478,Nashville,Conventional,2017
1/15/2017,$0.89,251915,109164,20522,121,122107,106434,15373,300,Nashville,Conventional,2017
1/8/2017,$0.84,255094,126439,17389,183,111083,98009,12090,985,Nashville,Conventional,2017
1/1/2017,$0.73,249075,112089,27328,71,109586,87099,20952,1535,Nashville,Conventional,2017
12/31/2017,$1.06,262282,164148,23240,1337,73558,61080,11334,1143,New Orleans/Mobile,Conventional,2017
12/24/2017,$1.14,224870,127281,14373,1613,81602,72271,8225,1107,New Orleans/Mobile,Conventional,2017
12/17/2017,$1.03,251754,151886,18381,1505,79982,68850,10322,810,New Orleans/Mobile,Conventional,2017
12/10/2017,$1.06,251601,144317,21841,1803,83640,71291,11514,836,New Orleans/Mobile,Conventional,2017
12/3/2017,$0.97,266547,163448,19343,2002,81753,77355,3609,790,New Orleans/Mobile,Conventional,2017
11/26/2017,$1.27,176817,96043,12239,1145,67390,57613,8817,960,New Orleans/Mobile,Conventional,2017
11/19/2017,$1.27,207295,118191,14363,1729,73013,63649,8597,767,New Orleans/Mobile,Conventional,2017
11/12/2017,$1.11,292987,176864,25045,2188,88890,83664,4411,816,New Orleans/Mobile,Conventional,2017
11/5/2017,$1.32,225563,131135,19876,1893,72660,65167,6089,1403,New Orleans/Mobile,Conventional,2017
10/29/2017,$1.11,277438,169106,21885,1787,84659,72753,11156,751,New Orleans/Mobile,Conventional,2017
10/22/2017,$1.26,269443,159834,24350,1576,83684,73112,10571,0,New Orleans/Mobile,Conventional,2017
10/15/2017,$1.46,227947,135384,18515,173,73875,65363,8512,0,New Orleans/Mobile,Conventional,2017
10/8/2017,$1.34,328830,207981,24630,31,96188,82449,13739,0,New Orleans/Mobile,Conventional,2017
10/1/2017,$1.72,227535,132185,21112,9,74229,61436,12793,0,New Orleans/Mobile,Conventional,2017
9/24/2017,$1.70,205977,129861,22073,19,54024,44408,9616,0,New Orleans/Mobile,Conventional,2017
9/17/2017,$1.62,219275,136981,25106,108,57080,46789,10177,113,New Orleans/Mobile,Conventional,2017
9/10/2017,$1.62,217336,123071,24261,164,69840,59452,5952,4437,New Orleans/Mobile,Conventional,2017
9/3/2017,$1.57,227168,129857,26735,291,70285,56268,9260,4758,New Orleans/Mobile,Conventional,2017
8/27/2017,$1.46,229748,133655,27697,189,68207,58891,5129,4187,New Orleans/Mobile,Conventional,2017
8/20/2017,$1.46,226947,128288,25043,78,73538,61052,10099,2387,New Orleans/Mobile,Conventional,2017
8/13/2017,$1.39,236699,130628,30559,83,75429,60971,10287,4171,New Orleans/Mobile,Conventional,2017
8/6/2017,$1.33,240983,130001,34141,44,76797,56842,10735,9220,New Orleans/Mobile,Conventional,2017
7/30/2017,$1.40,246037,142551,30114,41,73330,55779,9485,8067,New Orleans/Mobile,Conventional,2017
7/23/2017,$1.39,262775,155839,38068,78,68790,49217,12527,7047,New Orleans/Mobile,Conventional,2017
7/16/2017,$1.32,232912,120631,29406,39,82836,64602,9641,8593,New Orleans/Mobile,Conventional,2017
7/9/2017,$1.26,267928,156936,23221,29,87743,80325,5261,2157,New Orleans/Mobile,Conventional,2017
7/2/2017,$1.27,302053,177147,24029,64,100813,93221,4993,2600,New Orleans/Mobile,Conventional,2017
6/25/2017,$1.30,293079,168867,19761,105,104346,94389,8092,1865,New Orleans/Mobile,Conventional,2017
6/18/2017,$1.29,287735,177973,25894,157,83711,76256,4570,2885,New Orleans/Mobile,Conventional,2017
6/11/2017,$1.32,312695,187011,31940,188,93556,76638,8993,7925,New Orleans/Mobile,Conventional,2017
6/4/2017,$1.38,256543,158512,25352,298,72381,53363,5314,13705,New Orleans/Mobile,Conventional,2017
5/28/2017,$1.39,293608,182795,30515,267,80031,55455,10461,14115,New Orleans/Mobile,Conventional,2017
5/21/2017,$1.36,252110,155348,27177,346,69239,46751,10833,11655,New Orleans/Mobile,Conventional,2017
5/14/2017,$1.35,241194,139087,25295,348,76464,49414,10375,16675,New Orleans/Mobile,Conventional,2017
5/7/2017,$1.02,423839,261367,53102,221,109149,86741,17223,5185,New Orleans/Mobile,Conventional,2017
4/30/2017,$1.32,301448,193113,28593,251,79491,60608,10989,7895,New Orleans/Mobile,Conventional,2017
4/23/2017,$1.35,227634,134822,21724,301,70788,52284,8843,9660,New Orleans/Mobile,Conventional,2017
4/16/2017,$1.27,268722,156177,33662,241,78643,59164,9889,9590,New Orleans/Mobile,Conventional,2017
4/9/2017,$1.34,235687,134722,26489,249,74226,55995,8934,9298,New Orleans/Mobile,Conventional,2017
4/2/2017,$1.37,243155,137881,33318,192,71764,53764,9845,8155,New Orleans/Mobile,Conventional,2017
3/26/2017,$1.38,236515,133158,29087,356,73915,53280,10527,10108,New Orleans/Mobile,Conventional,2017
3/19/2017,$1.32,231349,130994,32649,284,67422,51297,9850,6275,New Orleans/Mobile,Conventional,2017
3/12/2017,$1.32,239084,145740,25219,271,67854,51342,9832,6680,New Orleans/Mobile,Conventional,2017
3/5/2017,$1.13,254912,134356,50229,184,70143,55427,8536,6180,New Orleans/Mobile,Conventional,2017
2/26/2017,$0.98,307637,190220,30519,140,86758,69742,8046,8970,New Orleans/Mobile,Conventional,2017
2/19/2017,$1.11,220338,123639,24706,289,71703,54549,7834,9320,New Orleans/Mobile,Conventional,2017
2/12/2017,$0.90,276003,160041,30196,443,85323,59560,13863,11900,New Orleans/Mobile,Conventional,2017
2/5/2017,$0.61,633235,400600,80089,402,152144,119085,26379,6680,New Orleans/Mobile,Conventional,2017
1/29/2017,$0.97,344239,208315,36547,316,99062,77868,15524,5670,New Orleans/Mobile,Conventional,2017
1/22/2017,$1.06,267331,138670,34757,273,93631,56029,29497,8105,New Orleans/Mobile,Conventional,2017
1/15/2017,$1.01,291083,171326,35658,233,83867,60509,16913,6445,New Orleans/Mobile,Conventional,2017
1/8/2017,$1.10,230885,124109,31296,316,75164,52404,13645,9115,New Orleans/Mobile,Conventional,2017
1/1/2017,$0.81,318673,175386,42840,242,100206,68818,24040,7348,New Orleans/Mobile,Conventional,2017
12/31/2017,$1.33,1201219,36680,816262,445,347832,269325,78507,0,New York,Conventional,2017
12/24/2017,$1.34,1233462,36685,791089,1218,404470,379574,24894,2,New York,Conventional,2017
12/17/2017,$1.41,1181560,35511,661370,602,484078,465886,18174,18,New York,Conventional,2017
12/10/2017,$1.14,2390309,48483,1906061,1562,434203,411052,23131,20,New York,Conventional,2017
12/3/2017,$1.41,1191930,42352,652690,580,496308,466132,30177,0,New York,Conventional,2017
11/26/2017,$1.42,1210256,39943,696301,697,473316,373479,99837,0,New York,Conventional,2017
11/19/2017,$1.37,1335298,47063,654065,710,633460,448431,185014,16,New York,Conventional,2017
11/12/2017,$1.52,1122350,51661,667319,710,402660,369347,33312,0,New York,Conventional,2017
11/5/2017,$1.41,1319642,61830,632293,601,624918,563910,60984,24,New York,Conventional,2017
10/29/2017,$1.57,1217807,74424,788262,779,354342,330959,23367,16,New York,Conventional,2017
10/22/2017,$1.54,1253048,71423,788732,492,392401,368385,24012,4,New York,Conventional,2017
10/15/2017,$1.68,1176751,75695,747794,633,352630,319603,33027,0,New York,Conventional,2017
10/8/2017,$1.69,1105463,75445,669975,872,359171,340114,19057,0,New York,Conventional,2017
10/1/2017,$1.67,1201891,83288,707903,547,410154,377569,32584,0,New York,Conventional,2017
9/24/2017,$1.65,1178504,77197,716125,599,384583,362091,22488,4,New York,Conventional,2017
9/17/2017,$1.61,1154925,71451,693111,408,389955,355131,34824,0,New York,Conventional,2017
9/10/2017,$1.61,1150959,76108,681320,641,392890,356287,35548,1056,New York,Conventional,2017
9/3/2017,$1.80,1077993,72173,630744,518,374558,360306,9202,5051,New York,Conventional,2017
8/27/2017,$1.81,1100988,73401,639877,703,387007,358844,13594,14570,New York,Conventional,2017
8/20/2017,$1.75,1057189,72101,582404,620,402064,377884,20394,3786,New York,Conventional,2017
8/13/2017,$1.58,1267239,64028,686338,1223,515651,462812,49543,3297,New York,Conventional,2017
8/6/2017,$1.56,1277420,59767,821262,2432,393958,358319,24812,10827,New York,Conventional,2017
7/30/2017,$1.52,1306226,63099,856414,3850,382864,362405,17642,2817,New York,Conventional,2017
7/23/2017,$1.55,1306878,63537,830715,3112,409514,380874,21312,7328,New York,Conventional,2017
7/16/2017,$1.57,1327763,71450,859372,3388,393553,368996,13580,10977,New York,Conventional,2017
7/9/2017,$1.63,1442668,82965,800414,3563,555725,494674,42919,18132,New York,Conventional,2017
7/2/2017,$1.72,1304561,56685,733184,3145,511546,270379,223987,17181,New York,Conventional,2017
6/25/2017,$1.47,1521598,53675,1060721,3691,403511,260424,126518,16569,New York,Conventional,2017
6/18/2017,$1.82,1242161,55733,765118,3601,417710,290383,113735,13592,New York,Conventional,2017
6/11/2017,$1.74,1374186,54294,753430,3001,563461,322838,233755,6868,New York,Conventional,2017
6/4/2017,$1.83,1335461,51741,834880,3268,445573,345141,90033,10399,New York,Conventional,2017
5/28/2017,$1.75,1451147,52862,824445,4083,569756,372164,178835,18758,New York,Conventional,2017
5/21/2017,$1.80,1298243,54128,817106,3335,423673,352351,70437,885,New York,Conventional,2017
5/14/2017,$1.75,1387421,51359,797685,4112,534266,445866,71418,16982,New York,Conventional,2017
5/7/2017,$1.65,1746825,56815,920314,3634,766062,451173,305309,9579,New York,Conventional,2017
4/30/2017,$1.84,1228100,48043,808259,2747,369051,314751,44523,9778,New York,Conventional,2017
4/23/2017,$1.68,1247609,45533,838408,2853,360815,312758,41885,6171,New York,Conventional,2017
4/16/2017,$1.76,1222891,38975,775310,4900,403705,339954,55760,7992,New York,Conventional,2017
4/9/2017,$1.75,1277722,37746,775730,2840,461406,407168,51165,3073,New York,Conventional,2017
4/2/2017,$1.74,1221328,36139,791416,4114,389659,340915,48527,217,New York,Conventional,2017
3/26/2017,$1.72,1154894,28450,717036,20182,389225,330935,49533,8757,New York,Conventional,2017
3/19/2017,$1.70,1155875,16705,737596,17545,384028,336742,40754,6532,New York,Conventional,2017
3/12/2017,$1.76,1163703,16829,755172,12532,379170,326854,49776,2540,New York,Conventional,2017
3/5/2017,$1.39,1465569,31240,1065009,34775,334545,297818,33380,3346,New York,Conventional,2017
2/26/2017,$1.55,1241382,37239,855650,7080,341412,269131,65872,6409,New York,Conventional,2017
2/19/2017,$1.28,1052132,107882,609206,6704,328339,286438,41374,527,New York,Conventional,2017
2/12/2017,$1.19,1955395,294591,1177334,13287,470183,400218,63416,6549,New York,Conventional,2017
2/5/2017,$1.24,2544483,172266,1744342,279630,348245,290464,50136,7645,New York,Conventional,2017
1/29/2017,$1.52,1270564,17845,816424,94446,341850,285574,51331,4945,New York,Conventional,2017
1/22/2017,$1.48,1721917,15652,1169601,206538,330127,288385,36338,5405,New York,Conventional,2017
1/15/2017,$1.38,1384264,14302,995748,58355,315859,275102,38861,1897,New York,Conventional,2017
1/8/2017,$1.29,1532075,18585,1207607,6403,299479,258470,40822,187,New York,Conventional,2017
1/1/2017,$1.44,940983,10499,668183,22805,239497,208505,30685,308,New York,Conventional,2017
12/31/2017,$1.31,3652550,235982,2537023,7413,872132,658154,213975,3,NORTHEAST,Conventional,2017
12/24/2017,$1.37,3489057,186562,2247769,6301,1048426,887121,161277,28,NORTHEAST,Conventional,2017
12/17/2017,$1.35,3504254,224383,2159906,10506,1109459,948844,160592,22,NORTHEAST,Conventional,2017
12/10/2017,$1.17,5543005,235645,4168090,8055,1131215,960202,170987,26,NORTHEAST,Conventional,2017
12/3/2017,$1.32,4030251,219287,2671616,6523,1132825,995470,137354,2,NORTHEAST,Conventional,2017
11/26/2017,$1.37,3269460,208161,1937090,6919,1117290,820402,296888,0,NORTHEAST,Conventional,2017
11/19/2017,$1.37,3680754,192312,2061116,7247,1420079,967838,452228,14,NORTHEAST,Conventional,2017
11/12/2017,$1.35,3925104,234190,2638119,13068,1039727,869351,170377,0,NORTHEAST,Conventional,2017
11/5/2017,$1.45,3492828,228843,1955087,5588,1303310,1078992,224224,94,NORTHEAST,Conventional,2017
10/29/2017,$1.52,3430235,251453,2238785,6304,933693,768631,165041,21,NORTHEAST,Conventional,2017
10/22/2017,$1.51,3380058,289343,2157328,6149,927237,838555,88679,3,NORTHEAST,Conventional,2017
10/15/2017,$1.62,3251118,302669,2116241,6202,826005,703791,122214,0,NORTHEAST,Conventional,2017
10/8/2017,$1.63,3065336,291047,1864723,6149,903418,736995,166422,0,NORTHEAST,Conventional,2017
10/1/2017,$1.61,3438536,303877,2154493,6755,973412,795312,178100,0,NORTHEAST,Conventional,2017
9/24/2017,$1.59,3424954,264820,2218374,6874,934886,781773,153032,81,NORTHEAST,Conventional,2017
9/17/2017,$1.54,3350044,255828,2093753,5690,994773,824932,168244,1597,NORTHEAST,Conventional,2017
9/10/2017,$1.61,3536858,264530,2267361,6495,998472,844250,130830,23392,NORTHEAST,Conventional,2017
9/3/2017,$1.75,3330799,269503,2097278,6902,957116,822614,106630,27871,NORTHEAST,Conventional,2017
8/27/2017,$1.70,3374546,246451,2076611,7303,1044181,892786,130587,20809,NORTHEAST,Conventional,2017
8/20/2017,$1.68,3417508,233400,2072429,7950,1103729,912290,160576,30863,NORTHEAST,Conventional,2017
8/13/2017,$1.49,4323440,235129,2842289,13706,1232317,1008009,194459,29849,NORTHEAST,Conventional,2017
8/6/2017,$1.52,4132666,227867,2801740,14590,1088469,891867,165243,31359,NORTHEAST,Conventional,2017
7/30/2017,$1.49,4018834,232618,2705083,15289,1065844,931973,119002,14869,NORTHEAST,Conventional,2017
7/23/2017,$1.46,4222039,235859,2896880,22482,1066819,887134,149980,29705,NORTHEAST,Conventional,2017
7/16/2017,$1.50,4180238,266663,2858829,30722,1024024,850086,138211,35727,NORTHEAST,Conventional,2017
7/9/2017,$1.58,4406342,289590,2850917,25597,1240236,1034139,140036,66062,NORTHEAST,Conventional,2017
7/2/2017,$1.63,4035234,242272,2580466,39315,1173182,762656,355666,54859,NORTHEAST,Conventional,2017
6/25/2017,$1.54,4121661,232667,2909813,25224,953957,686928,215092,51936,NORTHEAST,Conventional,2017
6/18/2017,$1.68,3945270,237157,2668420,20367,1019327,765706,209441,44180,NORTHEAST,Conventional,2017
6/11/2017,$1.68,4060851,246827,2632017,13644,1168364,778716,350203,39445,NORTHEAST,Conventional,2017
6/4/2017,$1.74,4096561,241585,2718513,12944,1123519,923264,179473,20781,NORTHEAST,Conventional,2017
5/28/2017,$1.71,4529673,265254,2874936,14156,1375327,1067433,283132,24761,NORTHEAST,Conventional,2017
5/21/2017,$1.66,4110305,302108,2678109,15193,1114896,951883,160311,2702,NORTHEAST,Conventional,2017
5/14/2017,$1.67,4163121,235697,2525305,15248,1386872,1204976,162343,19553,NORTHEAST,Conventional,2017
5/7/2017,$1.53,5262336,305719,3009077,22449,1925092,1272106,640106,12881,NORTHEAST,Conventional,2017
4/30/2017,$1.60,4289150,286828,2806976,14226,1181120,986234,184172,10713,NORTHEAST,Conventional,2017
4/23/2017,$1.59,3846196,244169,2440600,12332,1149096,892014,250892,6190,NORTHEAST,Conventional,2017
4/16/2017,$1.65,4043205,222626,2576783,14147,1229648,1019860,200044,9744,NORTHEAST,Conventional,2017
4/9/2017,$1.60,4313431,221283,2750988,12498,1328662,1082688,242674,3299,NORTHEAST,Conventional,2017
4/2/2017,$1.62,3988654,235162,2529680,14491,1209320,967633,241471,217,NORTHEAST,Conventional,2017
3/26/2017,$1.54,3977196,201606,2556561,35248,1183780,997168,176429,10183,NORTHEAST,Conventional,2017
3/19/2017,$1.59,3768359,176542,2451289,30573,1109954,910786,192549,6620,NORTHEAST,Conventional,2017
3/12/2017,$1.60,3779296,166068,2452508,28153,1132567,852503,276860,3204,NORTHEAST,Conventional,2017
3/5/2017,$1.34,4468555,237802,3228539,63971,938243,877970,56848,3425,NORTHEAST,Conventional,2017
2/26/2017,$1.43,3980574,206241,2790944,24709,958680,851836,100143,6701,NORTHEAST,Conventional,2017
2/19/2017,$1.36,3526205,321067,2259558,21332,924248,848018,75165,1065,NORTHEAST,Conventional,2017
2/12/2017,$1.19,5367770,736158,3387834,45052,1198725,1079130,111229,8366,NORTHEAST,Conventional,2017
2/5/2017,$1.23,6724197,624600,4684187,375905,1039504,943596,84786,11123,NORTHEAST,Conventional,2017
1/29/2017,$1.39,4155042,201045,2754051,131087,1068860,988168,73049,7643,NORTHEAST,Conventional,2017
1/22/2017,$1.39,5007356,206779,3425748,319053,1055777,978886,68710,8181,NORTHEAST,Conventional,2017
1/15/2017,$1.36,4250959,203359,2913734,96705,1037160,969744,64998,2418,NORTHEAST,Conventional,2017
1/8/2017,$1.25,4691938,203756,3517891,29359,940931,882014,58724,194,NORTHEAST,Conventional,2017
1/1/2017,$1.35,3513388,174843,2589316,39607,709623,659612,49533,479,NORTHEAST,Conventional,2017
12/31/2017,$1.13,513319,12056,455795,1958,43510,16182,27329,0,Northern New England,Conventional,2017
12/24/2017,$1.36,347812,8585,251131,1335,86761,24295,62466,0,Northern New England,Conventional,2017
12/17/2017,$1.26,394608,8589,304319,2955,78746,18038,60708,0,Northern New England,Conventional,2017
12/10/2017,$1.29,364577,9450,265318,1318,88491,33221,55270,0,Northern New England,Conventional,2017
12/3/2017,$1.10,636106,15373,576981,1540,42212,20648,21564,0,Northern New England,Conventional,2017
11/26/2017,$1.41,270865,7679,210476,1350,51360,15877,35483,0,Northern New England,Conventional,2017
11/19/2017,$1.36,311603,8451,230533,1285,71335,16744,54591,0,Northern New England,Conventional,2017
11/12/2017,$1.01,681570,19108,588116,3876,70471,15795,54675,0,Northern New England,Conventional,2017
11/5/2017,$1.51,288594,9955,229668,1210,47761,18324,29437,0,Northern New England,Conventional,2017
10/29/2017,$1.50,304167,10155,237555,1308,55150,32793,22357,0,Northern New England,Conventional,2017
10/22/2017,$1.52,300976,12997,237666,1461,48852,25885,22967,0,Northern New England,Conventional,2017
10/15/2017,$1.58,298364,12295,244434,1566,40068,17241,22827,0,Northern New England,Conventional,2017
10/8/2017,$1.61,267322,13748,203354,1305,48916,14987,33929,0,Northern New England,Conventional,2017
10/1/2017,$1.64,290522,12238,217700,1441,59143,20376,38767,0,Northern New England,Conventional,2017
9/24/2017,$1.63,296893,10779,233287,1511,51316,13438,37878,0,Northern New England,Conventional,2017
9/17/2017,$1.59,281833,17182,213664,1190,49796,18884,30806,107,Northern New England,Conventional,2017
9/10/2017,$1.74,312541,23482,229060,1537,58463,19751,36066,2647,Northern New England,Conventional,2017
9/3/2017,$1.88,288210,24015,215287,1645,47263,16764,28133,2367,Northern New England,Conventional,2017
8/27/2017,$1.83,277558,11730,202014,1678,62137,19695,41492,950,Northern New England,Conventional,2017
8/20/2017,$1.82,322963,5633,242366,2442,72523,22942,46084,3497,Northern New England,Conventional,2017
