Week,ASP*,Total Volume,4046,4225,4770,Total Bagged,Sml Bagged,Lrg Bagged,XLrg Bagged,region,type,year
7/9/2017,$1.24,380518,171133,76167,2472,130746,94039,26927,9780,South Carolina,Conventional,2017
7/2/2017,$1.28,413263,179978,86916,2600,143769,94511,38696,10561,South Carolina,Conventional,2017
6/25/2017,$1.17,406521,190193,75674,2128,138526,87432,43444,7650,South Carolina,Conventional,2017
6/18/2017,$1.30,356094,159851,74052,2188,120003,81818,23600,14585,South Carolina,Conventional,2017
6/11/2017,$1.30,404634,189016,79763,2567,133288,87105,34473,11710,South Carolina,Conventional,2017
6/4/2017,$1.33,423186,213834,76898,2443,130011,86890,38375,4745,South Carolina,Conventional,2017
5/28/2017,$1.41,393303,181619,78083,2860,130742,102225,23366,5151,South Carolina,Conventional,2017
5/21/2017,$1.38,363333,163512,72321,2901,124599,91713,27831,5055,South Carolina,Conventional,2017
5/14/2017,$1.34,367894,163821,65766,2817,135491,103782,27148,4561,South Carolina,Conventional,2017
5/7/2017,$1.19,531412,256780,92640,3231,178761,120194,54591,3976,South Carolina,Conventional,2017
4/30/2017,$1.34,429088,208521,87677,2203,130687,88444,38294,3949,South Carolina,Conventional,2017
4/23/2017,$1.36,374055,161219,72372,2161,138302,109289,27427,1587,South Carolina,Conventional,2017
4/16/2017,$1.37,368845,161105,75616,2257,129866,92237,34385,3245,South Carolina,Conventional,2017
4/9/2017,$1.38,345870,153803,72253,2213,117601,82167,31317,4116,South Carolina,Conventional,2017
4/2/2017,$1.38,366511,141147,73889,2180,149295,122294,24716,2285,South Carolina,Conventional,2017
3/26/2017,$1.41,343469,146123,75527,2189,119631,91328,26398,1905,South Carolina,Conventional,2017
3/19/2017,$1.37,332804,128919,76831,2453,124602,89623,33294,1685,South Carolina,Conventional,2017
3/12/2017,$1.40,325835,135698,76260,2779,111098,79136,31292,670,South Carolina,Conventional,2017
3/5/2017,$1.31,326143,137487,76877,4078,107701,78629,29047,25,South Carolina,Conventional,2017
2/26/2017,$1.06,404209,189463,97078,4420,113247,91627,20450,1170,South Carolina,Conventional,2017
2/19/2017,$1.14,331447,150107,76621,2862,101857,78346,22320,1190,South Carolina,Conventional,2017
2/12/2017,$0.99,395220,190776,83867,2382,118196,92656,25475,65,South Carolina,Conventional,2017
2/5/2017,$0.81,706098,365829,182800,6024,151446,92596,58747,103,South Carolina,Conventional,2017
1/29/2017,$1.11,395411,174672,85091,3176,132473,91777,40642,54,South Carolina,Conventional,2017
1/22/2017,$1.00,451739,159931,121923,6644,163241,98463,64778,0,South Carolina,Conventional,2017
1/15/2017,$1.14,369916,167680,86902,2851,112483,70025,42459,0,South Carolina,Conventional,2017
1/8/2017,$1.15,352660,154598,75967,3127,118969,83273,35696,0,South Carolina,Conventional,2017
1/1/2017,$1.00,402163,166823,105262,5223,124855,57345,67510,0,South Carolina,Conventional,2017
12/31/2017,$0.85,6150665,2819106,1288525,22204,2020830,1456270,563984,575,SOUTH CENTRAL,Conventional,2017
12/24/2017,$1.00,5140297,2608913,875474,19844,1636066,1229407,406417,242,SOUTH CENTRAL,Conventional,2017
12/17/2017,$0.90,4951756,2460828,956507,17333,1517089,1167761,349011,317,SOUTH CENTRAL,Conventional,2017
12/10/2017,$0.80,6113749,2897662,1093964,25059,2097064,1732882,363631,551,SOUTH CENTRAL,Conventional,2017
12/3/2017,$0.84,6037641,2801657,1222335,27629,1986021,1596144,389649,228,SOUTH CENTRAL,Conventional,2017
11/26/2017,$0.96,4362824,2377638,713646,14770,1256771,870931,385677,162,SOUTH CENTRAL,Conventional,2017
11/19/2017,$0.97,4864335,2719309,742890,17529,1384607,973474,409491,1642,SOUTH CENTRAL,Conventional,2017
11/12/2017,$0.95,5627547,2730492,1207080,27925,1662050,1146657,514869,525,SOUTH CENTRAL,Conventional,2017
11/5/2017,$0.99,5798078,2770716,1154114,24089,1849159,1127480,716953,4725,SOUTH CENTRAL,Conventional,2017
10/29/2017,$1.10,5167419,2567803,938018,12453,1649145,1013799,634226,1120,SOUTH CENTRAL,Conventional,2017
10/22/2017,$1.15,4919103,2541202,796820,11499,1569582,1211443,357979,159,SOUTH CENTRAL,Conventional,2017
10/15/2017,$1.30,4553171,2390227,797893,8837,1356214,976323,379689,203,SOUTH CENTRAL,Conventional,2017
10/8/2017,$1.32,4735152,2484149,842457,6333,1402213,1011503,390140,569,SOUTH CENTRAL,Conventional,2017
10/1/2017,$1.34,4488892,2373892,775342,7964,1331694,952666,378805,224,SOUTH CENTRAL,Conventional,2017
9/24/2017,$1.33,4405344,2350943,750402,6456,1297543,965685,331517,341,SOUTH CENTRAL,Conventional,2017
9/17/2017,$1.27,4685092,2583311,836032,7144,1258604,897889,358252,2463,SOUTH CENTRAL,Conventional,2017
9/10/2017,$1.22,4926556,2756276,771800,12730,1385750,1011682,365701,8368,SOUTH CENTRAL,Conventional,2017
9/3/2017,$1.24,4677784,2610727,799483,11103,1256471,925949,319844,10678,SOUTH CENTRAL,Conventional,2017
8/27/2017,$1.17,5303260,2926796,860801,11576,1504087,1125462,367930,10695,SOUTH CENTRAL,Conventional,2017
8/20/2017,$1.06,5412867,2733435,1013579,9938,1655914,962288,683111,10515,SOUTH CENTRAL,Conventional,2017
8/13/2017,$1.05,6058478,2794534,1399558,22466,1841920,940654,893305,7961,SOUTH CENTRAL,Conventional,2017
8/6/2017,$1.03,5882729,3063985,1282288,18165,1518290,1037654,457240,23395,SOUTH CENTRAL,Conventional,2017
7/30/2017,$1.06,5548390,2922902,1156833,15184,1453471,1010569,424211,18691,SOUTH CENTRAL,Conventional,2017
7/23/2017,$1.05,5550587,2881727,1185462,16703,1466695,1013213,427813,25669,SOUTH CENTRAL,Conventional,2017
7/16/2017,$1.02,5780893,2730102,1369046,19642,1662104,1083666,557527,20910,SOUTH CENTRAL,Conventional,2017
7/9/2017,$0.86,7194967,3208921,1183762,19559,2782725,2120459,656778,5488,SOUTH CENTRAL,Conventional,2017
7/2/2017,$0.92,6675892,3159081,1239433,25462,2251916,1790494,457729,3692,SOUTH CENTRAL,Conventional,2017
6/25/2017,$0.92,6466430,3274928,1121984,16796,2052722,1518939,530617,3166,SOUTH CENTRAL,Conventional,2017
6/18/2017,$0.89,7417264,3419007,1543630,28127,2426501,1501763,923550,1188,SOUTH CENTRAL,Conventional,2017
6/11/2017,$0.93,6526489,3540684,1042888,21574,1921343,1496504,401617,23222,SOUTH CENTRAL,Conventional,2017
6/4/2017,$0.93,6585882,3465782,1015654,20437,2084009,1636586,413726,33697,SOUTH CENTRAL,Conventional,2017
5/28/2017,$0.96,6549044,3495037,1267551,27016,1759440,1322192,405651,31597,SOUTH CENTRAL,Conventional,2017
5/21/2017,$0.94,6084797,3262540,1043850,20821,1757586,1269470,460425,27691,SOUTH CENTRAL,Conventional,2017
5/14/2017,$0.92,6551804,3340447,1114123,22105,2075129,1494262,545592,35275,SOUTH CENTRAL,Conventional,2017
5/7/2017,$0.85,7922898,4093102,1453770,18739,2357288,1526968,810445,19876,SOUTH CENTRAL,Conventional,2017
4/30/2017,$0.86,7483931,3221295,1692108,38276,2532253,1460631,1049435,22187,SOUTH CENTRAL,Conventional,2017
4/23/2017,$0.83,7523061,3396321,1500546,27770,2598425,1675301,895409,27715,SOUTH CENTRAL,Conventional,2017
4/16/2017,$0.88,6949891,3783304,1212653,23851,1930082,1783245,127878,18959,SOUTH CENTRAL,Conventional,2017
4/9/2017,$0.92,6183823,3415502,1234042,39099,1495180,1318527,152730,23923,SOUTH CENTRAL,Conventional,2017
4/2/2017,$0.84,6777539,3916659,1012267,24557,1824056,1494824,309396,19836,SOUTH CENTRAL,Conventional,2017
3/26/2017,$0.93,5805542,3391003,978691,27689,1408159,1322350,66092,19717,SOUTH CENTRAL,Conventional,2017
3/19/2017,$0.94,5498743,3186679,1033841,65216,1213008,1165810,31726,15472,SOUTH CENTRAL,Conventional,2017
3/12/2017,$0.93,5316531,3199640,870253,138377,1108261,1040139,52798,15324,SOUTH CENTRAL,Conventional,2017
3/5/2017,$0.87,5637790,3275101,959532,154394,1248762,1200644,40174,7943,SOUTH CENTRAL,Conventional,2017
2/26/2017,$0.70,6808805,4318255,822773,142659,1525118,1359306,146645,19167,SOUTH CENTRAL,Conventional,2017
2/19/2017,$0.75,5953223,2869772,1114706,207634,1761110,1408220,330575,22315,SOUTH CENTRAL,Conventional,2017
2/12/2017,$0.68,7043078,3640314,1098975,215202,2088587,1790736,276302,21550,SOUTH CENTRAL,Conventional,2017
2/5/2017,$0.62,9421609,5160897,1821671,430538,2008503,1652466,346208,9830,SOUTH CENTRAL,Conventional,2017
1/29/2017,$0.76,6449698,4041490,922432,173875,1311902,996675,306893,8334,SOUTH CENTRAL,Conventional,2017
1/22/2017,$0.74,6207639,4020198,957480,23686,1206275,1066265,128528,11482,SOUTH CENTRAL,Conventional,2017
1/15/2017,$0.68,7103726,4335593,1264050,18959,1485124,1360059,110035,15030,SOUTH CENTRAL,Conventional,2017
1/8/2017,$0.74,6347965,3529762,1305030,18206,1494967,1296031,183062,15873,SOUTH CENTRAL,Conventional,2017
1/1/2017,$0.64,6687274,3587283,1719720,27549,1352722,1105953,230434,16334,SOUTH CENTRAL,Conventional,2017
12/31/2017,$1.08,4651108,2795828,448136,12621,1394522,807942,571444,15136,SOUTHEAST,Conventional,2017
12/24/2017,$1.31,3077843,1732070,277003,14230,1054539,708818,322895,22826,SOUTHEAST,Conventional,2017
12/17/2017,$1.01,3751928,2208031,341377,15057,1187463,728007,442491,16965,SOUTHEAST,Conventional,2017
12/10/2017,$1.02,4091258,2353836,373395,17836,1346191,817967,511116,17108,SOUTHEAST,Conventional,2017
12/3/2017,$1.21,3452207,2032331,328178,21381,1070317,737179,318086,15051,SOUTHEAST,Conventional,2017
11/26/2017,$1.32,2743409,1577493,251975,8058,905883,606486,282761,16635,SOUTHEAST,Conventional,2017
11/19/2017,$1.20,3446284,1997537,326446,12078,1110222,674139,423999,12084,SOUTHEAST,Conventional,2017
11/12/2017,$1.28,3422495,1947873,312578,12862,1149182,818630,314965,15586,SOUTHEAST,Conventional,2017
11/5/2017,$1.34,3194060,1801087,298601,10159,1084213,767423,305652,11138,SOUTHEAST,Conventional,2017
10/29/2017,$1.23,3856644,2294506,395329,9661,1157149,722262,425158,9729,SOUTHEAST,Conventional,2017
10/22/2017,$1.54,3133907,1888095,344382,8076,893354,544946,348391,16,SOUTHEAST,Conventional,2017
10/15/2017,$1.71,2896732,1662425,323403,3544,907361,595753,311513,95,SOUTHEAST,Conventional,2017
10/8/2017,$1.72,3072185,1834789,292733,2600,942063,621238,320688,136,SOUTHEAST,Conventional,2017
10/1/2017,$1.82,2755547,1532670,403538,3144,816195,534947,281146,102,SOUTHEAST,Conventional,2017
9/24/2017,$1.72,2761068,1656716,380147,2733,721472,441534,279631,307,SOUTHEAST,Conventional,2017
9/17/2017,$1.66,2816591,1623451,438322,2875,751943,367157,382447,2339,SOUTHEAST,Conventional,2017
9/10/2017,$1.61,2707005,1511637,383131,4114,808123,537850,238131,32142,SOUTHEAST,Conventional,2017
9/3/2017,$1.70,3049932,1745317,443461,4600,856553,545848,277106,33600,SOUTHEAST,Conventional,2017
8/27/2017,$1.54,3005446,1702152,429629,3467,870197,513451,295205,61542,SOUTHEAST,Conventional,2017
8/20/2017,$1.52,3113165,1729866,444533,3378,935388,544186,352851,38351,SOUTHEAST,Conventional,2017
8/13/2017,$1.42,3654633,1989686,556375,3729,1104844,607669,425033,72142,SOUTHEAST,Conventional,2017
8/6/2017,$1.41,3282864,1799096,507686,3573,972510,569390,337375,65745,SOUTHEAST,Conventional,2017
7/30/2017,$1.38,3266647,1874297,498801,3559,889990,525045,321214,43731,SOUTHEAST,Conventional,2017
7/23/2017,$1.36,3580364,2109071,533696,3992,933605,523094,346162,64349,SOUTHEAST,Conventional,2017
7/16/2017,$1.36,3516276,2006797,518859,4070,986550,596734,324533,65284,SOUTHEAST,Conventional,2017
7/9/2017,$1.32,3491992,1930026,485914,4530,1071522,636669,342065,92788,SOUTHEAST,Conventional,2017
7/2/2017,$1.33,3979264,2219035,549007,4779,1206444,676831,437058,92555,SOUTHEAST,Conventional,2017
6/25/2017,$1.28,3666944,2101936,442823,3465,1118721,612557,434646,71519,SOUTHEAST,Conventional,2017
6/18/2017,$1.35,3404458,1995541,416295,3536,989086,546900,350819,91367,SOUTHEAST,Conventional,2017
6/11/2017,$1.33,4151017,2451659,483092,4402,1211863,691325,449984,70555,SOUTHEAST,Conventional,2017
6/4/2017,$1.34,4237222,2520206,473206,4227,1239583,719959,474483,45141,SOUTHEAST,Conventional,2017
5/28/2017,$1.38,3916909,2252110,450910,5062,1208826,789660,371173,47994,SOUTHEAST,Conventional,2017
5/21/2017,$1.38,3609378,2047913,423450,7102,1130913,714273,375845,40795,SOUTHEAST,Conventional,2017
5/14/2017,$1.36,3560842,1996527,387916,8542,1167856,781112,343499,43246,SOUTHEAST,Conventional,2017
5/7/2017,$1.14,5391718,3160480,682416,6156,1542665,866807,644105,31753,SOUTHEAST,Conventional,2017
4/30/2017,$1.24,4698267,2790480,656889,4043,1246855,695716,513525,37614,SOUTHEAST,Conventional,2017
4/23/2017,$1.39,3503236,1956787,445304,3585,1097559,726576,359239,11744,SOUTHEAST,Conventional,2017
4/16/2017,$1.37,3418236,1841482,429995,3756,1143003,740337,378277,24389,SOUTHEAST,Conventional,2017
4/9/2017,$1.41,3257902,1813138,432543,4015,1008207,620398,359415,28394,SOUTHEAST,Conventional,2017
4/2/2017,$1.49,3289069,1771188,432477,3725,1081680,720881,345797,15002,SOUTHEAST,Conventional,2017
3/26/2017,$1.52,3149349,1691954,444119,4008,1009268,619190,366947,23131,SOUTHEAST,Conventional,2017
3/19/2017,$1.45,3168368,1643034,443256,4278,1077800,685022,374168,18610,SOUTHEAST,Conventional,2017
3/12/2017,$1.45,3130785,1661752,452054,4318,1012660,629442,373081,10136,SOUTHEAST,Conventional,2017
3/5/2017,$1.39,3078856,1616582,446313,6013,1009947,636964,368181,4802,SOUTHEAST,Conventional,2017
2/26/2017,$1.09,3780082,2009302,536981,6636,1227163,876737,337642,12783,SOUTHEAST,Conventional,2017
2/19/2017,$1.14,3178563,1648815,483660,4681,1041407,695382,330922,15103,SOUTHEAST,Conventional,2017
2/12/2017,$0.91,4584246,2444616,806770,5420,1327440,800309,522266,4865,SOUTHEAST,Conventional,2017
2/5/2017,$0.81,7545939,3878268,1537592,10564,2119515,1194583,919050,5883,SOUTHEAST,Conventional,2017
1/29/2017,$1.12,4143712,1855817,719827,6140,1561928,947471,611717,2741,SOUTHEAST,Conventional,2017
1/22/2017,$0.97,4992702,1897606,1188251,11258,1895586,834408,1059745,1433,SOUTHEAST,Conventional,2017
1/15/2017,$1.17,3843140,1686738,724373,5637,1426391,784077,641124,1190,SOUTHEAST,Conventional,2017
1/8/2017,$1.17,3512131,1510770,635042,5892,1360426,818151,540435,1840,SOUTHEAST,Conventional,2017
1/1/2017,$0.94,4655897,1826477,1085899,9297,1734224,731588,1000753,1884,SOUTHEAST,Conventional,2017
12/31/2017,$0.94,98086,30325,36245,502,31014,24406,6545,64,Spokane,Conventional,2017
12/24/2017,$1.32,66896,17244,20940,535,28177,20309,7796,72,Spokane,Conventional,2017
12/17/2017,$1.34,61276,16166,17750,328,27032,20077,6919,36,Spokane,Conventional,2017
12/10/2017,$1.20,74626,20461,20182,397,33586,26559,6994,32,Spokane,Conventional,2017
12/3/2017,$1.16,80464,23473,17884,378,38729,33362,5310,57,Spokane,Conventional,2017
11/26/2017,$1.49,48850,12988,15594,252,20016,14612,5404,0,Spokane,Conventional,2017
11/19/2017,$1.30,64230,17283,16712,410,29825,17010,12808,7,Spokane,Conventional,2017
11/12/2017,$1.17,86928,23286,19991,458,43193,37987,5076,130,Spokane,Conventional,2017
11/5/2017,$1.32,78530,22346,19106,286,36792,31681,5078,33,Spokane,Conventional,2017
10/29/2017,$1.41,70870,20429,21687,277,28478,23106,5311,61,Spokane,Conventional,2017
10/22/2017,$1.31,77451,21170,32061,223,23997,17309,6657,31,Spokane,Conventional,2017
10/15/2017,$1.60,63283,15839,26443,99,20902,13661,7156,85,Spokane,Conventional,2017
10/8/2017,$1.82,56316,13845,22168,39,20264,13676,6543,45,Spokane,Conventional,2017
10/1/2017,$1.83,55420,13935,20908,27,20550,13317,7187,46,Spokane,Conventional,2017
9/24/2017,$1.84,54348,13394,20303,124,20527,13724,6762,41,Spokane,Conventional,2017
9/17/2017,$1.66,65219,16478,28242,34,20465,12775,7599,91,Spokane,Conventional,2017
9/10/2017,$1.89,57494,15581,21529,94,20289,11533,8689,68,Spokane,Conventional,2017
9/3/2017,$1.58,75841,20808,22824,103,32106,24386,7715,5,Spokane,Conventional,2017
8/27/2017,$1.42,86969,24243,22050,72,40604,34698,5902,5,Spokane,Conventional,2017
8/20/2017,$1.65,72084,19605,23705,190,28586,19889,8697,0,Spokane,Conventional,2017
8/13/2017,$1.67,68141,16297,26113,100,25631,16336,9284,11,Spokane,Conventional,2017
8/6/2017,$1.55,77833,20501,29824,122,27386,17490,9861,35,Spokane,Conventional,2017
7/30/2017,$1.56,75068,18393,29606,89,26980,16551,10299,131,Spokane,Conventional,2017
7/23/2017,$1.44,77668,17051,35914,89,24615,13713,10900,2,Spokane,Conventional,2017
7/16/2017,$1.35,86113,26467,25826,242,33578,23088,10239,251,Spokane,Conventional,2017
7/9/2017,$0.97,128455,26683,32986,119,68667,68576,46,44,Spokane,Conventional,2017
7/2/2017,$1.20,102307,19186,34732,150,48238,48093,36,109,Spokane,Conventional,2017
6/25/2017,$1.12,103926,22127,27887,69,53843,53465,377,0,Spokane,Conventional,2017
6/18/2017,$1.11,103313,21695,28465,84,53070,53053,9,8,Spokane,Conventional,2017
6/11/2017,$1.16,94583,16950,27300,62,50271,50208,14,49,Spokane,Conventional,2017
6/4/2017,$1.16,97756,18046,29061,53,50596,50586,0,10,Spokane,Conventional,2017
5/28/2017,$1.15,102537,20265,31394,156,50721,50674,34,13,Spokane,Conventional,2017
5/21/2017,$1.14,92273,20886,26057,197,45133,44915,143,75,Spokane,Conventional,2017
5/14/2017,$1.08,108411,23816,31406,69,53121,53016,19,87,Spokane,Conventional,2017
5/7/2017,$1.00,140992,35074,44285,69,61564,57196,4036,332,Spokane,Conventional,2017
4/30/2017,$1.02,114754,22232,28665,65,63793,63102,688,3,Spokane,Conventional,2017
4/23/2017,$1.02,100154,21017,31935,63,47139,47077,6,56,Spokane,Conventional,2017
4/16/2017,$1.09,101877,22310,24058,132,55377,55363,6,8,Spokane,Conventional,2017
4/9/2017,$0.93,126295,31686,42400,28,52182,51852,316,13,Spokane,Conventional,2017
4/2/2017,$1.12,95056,20769,26688,12,47586,47511,43,32,Spokane,Conventional,2017
3/26/2017,$1.09,93209,20639,24122,21,48427,48412,10,5,Spokane,Conventional,2017
3/19/2017,$0.92,110951,22275,24390,65,64221,63117,1075,29,Spokane,Conventional,2017
3/12/2017,$0.83,132800,23152,30302,52,79294,74946,4149,199,Spokane,Conventional,2017
3/5/2017,$0.85,128940,22154,31331,54,75401,43180,32199,21,Spokane,Conventional,2017
2/26/2017,$0.75,122592,19681,26455,531,75924,58196,17638,90,Spokane,Conventional,2017
2/19/2017,$0.85,101483,19026,19164,315,62978,53957,8990,30,Spokane,Conventional,2017
2/12/2017,$0.77,110492,21706,27885,43,60858,44302,16496,61,Spokane,Conventional,2017
2/5/2017,$0.76,165786,30443,47313,527,87503,63591,23844,69,Spokane,Conventional,2017
1/29/2017,$0.84,112193,20868,25238,27,66060,56084,9927,48,Spokane,Conventional,2017
1/22/2017,$0.88,113431,19006,38753,154,55517,49750,5681,87,Spokane,Conventional,2017
1/15/2017,$0.93,107377,15011,31841,439,60086,58002,2064,20,Spokane,Conventional,2017
1/8/2017,$0.78,144931,16655,59371,68,68837,61629,7044,164,Spokane,Conventional,2017
1/1/2017,$0.87,115042,11707,43700,511,59123,58631,416,76,Spokane,Conventional,2017
12/31/2017,$1.14,192170,96909,6607,264,88390,67704,20687,0,St. Louis,Conventional,2017
12/24/2017,$1.38,149941,71924,12725,322,64970,52480,12490,0,St. Louis,Conventional,2017
12/17/2017,$1.17,154326,70752,5893,274,77407,59608,17799,0,St. Louis,Conventional,2017
12/10/2017,$1.18,156411,59840,6577,153,89840,61720,28121,0,St. Louis,Conventional,2017
12/3/2017,$1.37,132165,61716,6514,320,63616,41245,22371,0,St. Louis,Conventional,2017
11/26/2017,$1.31,126244,59506,10345,547,55845,37032,18813,0,St. Louis,Conventional,2017
11/19/2017,$1.23,152206,70695,6761,374,74375,58388,15987,0,St. Louis,Conventional,2017
11/12/2017,$1.30,169251,89557,7643,136,71915,51019,20896,0,St. Louis,Conventional,2017
11/5/2017,$1.55,125685,58145,16130,589,50822,44600,6221,0,St. Louis,Conventional,2017
10/29/2017,$1.34,134389,83829,11655,118,38786,34224,4562,0,St. Louis,Conventional,2017
10/22/2017,$1.61,120266,72105,8867,81,39213,34008,5200,6,St. Louis,Conventional,2017
10/15/2017,$1.75,125435,56252,17905,50,51228,41064,10136,28,St. Louis,Conventional,2017
10/8/2017,$1.83,127591,50280,6489,78,70744,51510,19224,10,St. Louis,Conventional,2017
10/1/2017,$1.83,129577,53230,6365,139,69842,48258,21571,14,St. Louis,Conventional,2017
9/24/2017,$1.83,144891,55005,7797,126,81963,58921,23032,10,St. Louis,Conventional,2017
9/17/2017,$1.72,122735,52470,9191,75,60999,46655,14304,40,St. Louis,Conventional,2017
9/10/2017,$1.47,197546,109797,15411,56,72282,61599,10533,150,St. Louis,Conventional,2017
9/3/2017,$1.69,155772,71469,15125,147,69032,53355,11044,4633,St. Louis,Conventional,2017
8/27/2017,$1.71,153581,68563,18506,214,66297,53463,6960,5875,St. Louis,Conventional,2017
8/20/2017,$1.60,168055,77753,20660,233,69409,60882,5824,2703,St. Louis,Conventional,2017
8/13/2017,$1.49,169527,81584,16239,251,71452,60139,7180,4133,St. Louis,Conventional,2017
8/6/2017,$1.49,163833,73949,18312,175,71398,57721,9088,4589,St. Louis,Conventional,2017
7/30/2017,$1.52,154896,66451,19149,158,69139,62761,4261,2117,St. Louis,Conventional,2017
7/23/2017,$1.33,194262,99725,17160,193,77184,66946,5323,4916,St. Louis,Conventional,2017
7/16/2017,$1.45,176565,77377,17793,218,81177,66889,11070,3219,St. Louis,Conventional,2017
7/9/2017,$1.26,214965,107972,10695,124,96174,94134,2006,35,St. Louis,Conventional,2017
7/2/2017,$1.14,192175,102626,9980,461,79108,78516,526,66,St. Louis,Conventional,2017
6/25/2017,$1.31,185419,76173,13285,122,95840,79385,15960,495,St. Louis,Conventional,2017
6/18/2017,$1.30,201994,76344,14888,141,110621,87818,20679,2125,St. Louis,Conventional,2017
6/11/2017,$1.32,197443,76192,15824,224,105203,84981,16665,3556,St. Louis,Conventional,2017
6/4/2017,$1.28,211539,80656,13450,895,116537,90031,21035,5471,St. Louis,Conventional,2017
5/28/2017,$1.23,220315,79848,14665,491,125311,102547,17839,4925,St. Louis,Conventional,2017
5/21/2017,$1.17,229194,93195,13886,178,121934,98533,20542,2860,St. Louis,Conventional,2017
5/14/2017,$1.30,196829,67091,10233,148,119357,89952,29355,50,St. Louis,Conventional,2017
5/7/2017,$1.37,214796,85199,18034,266,111297,78386,32516,395,St. Louis,Conventional,2017
4/30/2017,$1.37,200744,118006,22429,203,60105,59451,192,463,St. Louis,Conventional,2017
4/23/2017,$1.51,174613,82661,23249,252,68451,67085,58,1308,St. Louis,Conventional,2017
4/16/2017,$1.52,144788,65732,20965,237,57854,55908,77,1869,St. Louis,Conventional,2017
4/9/2017,$1.27,145197,77306,12264,83,55544,55523,21,0,St. Louis,Conventional,2017
4/2/2017,$1.33,116596,63507,8378,75,44637,44610,27,0,St. Louis,Conventional,2017
3/26/2017,$1.33,110960,46093,8922,72,55873,55422,384,67,St. Louis,Conventional,2017
3/19/2017,$1.18,136297,64279,9737,95,62186,51286,10901,0,St. Louis,Conventional,2017
3/12/2017,$1.36,102940,48344,10326,50,44221,43899,322,0,St. Louis,Conventional,2017
3/5/2017,$1.38,112516,48508,8253,61,55694,48822,6872,0,St. Louis,Conventional,2017
2/26/2017,$1.29,142253,53309,12855,123,75967,61695,14271,0,St. Louis,Conventional,2017
2/19/2017,$1.09,144525,76057,8727,161,59579,52366,7214,0,St. Louis,Conventional,2017
2/12/2017,$0.99,153046,60850,12420,163,79612,79283,98,231,St. Louis,Conventional,2017
2/5/2017,$0.88,237277,131630,15889,161,89597,79805,9792,0,St. Louis,Conventional,2017
1/29/2017,$1.00,192362,80253,15082,160,96867,63465,33402,0,St. Louis,Conventional,2017
1/22/2017,$1.14,155425,63019,8315,105,83985,54350,29635,0,St. Louis,Conventional,2017
1/15/2017,$1.11,183270,71170,10368,63,101670,72670,29000,0,St. Louis,Conventional,2017
1/8/2017,$1.11,152615,65553,10275,133,76654,58010,18595,49,St. Louis,Conventional,2017
1/1/2017,$1.11,144324,90182,10226,213,43703,39615,4087,0,St. Louis,Conventional,2017
12/31/2017,$1.39,59077,2597,41694,23,14763,11545,3218,0,Syracuse,Conventional,2017
12/24/2017,$1.31,57784,2688,34405,45,20646,17603,3043,0,Syracuse,Conventional,2017
12/17/2017,$1.30,49220,2486,30083,45,16606,13821,2785,0,Syracuse,Conventional,2017
12/10/2017,$1.24,59965,2531,34342,32,23060,19843,3217,0,Syracuse,Conventional,2017
12/3/2017,$1.25,80838,2791,57129,47,20871,19354,1517,0,Syracuse,Conventional,2017
11/26/2017,$1.29,44800,2027,25986,37,16750,13893,2858,0,Syracuse,Conventional,2017
11/19/2017,$1.43,61126,3191,38882,55,18998,15009,3989,0,Syracuse,Conventional,2017
11/12/2017,$1.32,62300,4073,37767,65,20395,17129,3266,0,Syracuse,Conventional,2017
11/5/2017,$1.44,52028,3248,29429,67,19283,7445,11839,0,Syracuse,Conventional,2017
10/29/2017,$1.46,53621,4026,30152,30,19414,5104,14310,0,Syracuse,Conventional,2017
10/22/2017,$1.51,44004,9115,23293,47,11548,9164,2384,0,Syracuse,Conventional,2017
10/15/2017,$1.57,43716,9713,25427,63,8512,6113,2399,0,Syracuse,Conventional,2017
10/8/2017,$1.57,45452,8991,18884,13,17565,10518,7046,0,Syracuse,Conventional,2017
10/1/2017,$1.58,47034,8961,26795,27,11252,7107,4145,0,Syracuse,Conventional,2017
9/24/2017,$1.47,53869,4476,28923,29,20441,17096,3341,3,Syracuse,Conventional,2017
9/17/2017,$1.38,62353,3607,36375,17,22354,17869,4338,147,Syracuse,Conventional,2017
9/10/2017,$1.59,72483,2235,45426,27,24795,21065,2170,1560,Syracuse,Conventional,2017
9/3/2017,$1.64,59583,2114,36158,13,21298,18166,2042,1090,Syracuse,Conventional,2017
8/27/2017,$1.41,63048,1317,37148,13,24570,23840,433,297,Syracuse,Conventional,2017
8/20/2017,$1.42,60658,797,36561,19,23280,21641,393,1247,Syracuse,Conventional,2017
8/13/2017,$1.45,78489,995,49060,95,28339,26761,505,1073,Syracuse,Conventional,2017
8/6/2017,$1.40,69322,1279,41361,55,26627,24828,989,810,Syracuse,Conventional,2017
7/30/2017,$1.43,64459,1122,36769,36,26532,25309,496,727,Syracuse,Conventional,2017
7/23/2017,$1.38,68031,1193,40042,250,26547,24946,760,840,Syracuse,Conventional,2017
7/16/2017,$1.38,69591,1078,42756,907,24850,22864,766,1220,Syracuse,Conventional,2017
7/9/2017,$1.38,77530,1002,45176,382,30970,26803,1162,3005,Syracuse,Conventional,2017
7/2/2017,$1.42,71770,1523,47455,254,22538,19118,2185,1235,Syracuse,Conventional,2017
6/25/2017,$1.48,58175,1578,44074,113,12409,9108,2081,1220,Syracuse,Conventional,2017
