Week,ASP*,Total Volume,4046,4225,4770,Total Bagged,Sml Bagged,Lrg Bagged,XLrg Bagged,region,type,year
1/10/2016,$0.93,35264336,11441287,13226089,1282613,9314348,6735384,2528089,50874,TOTAL U.S.,Conventional,2016
1/3/2016,$0.86,38142088,11616506,16054084,1560069,8911429,6464896,2287450,159084,TOTAL U.S.,Conventional,2016
12/25/2016,$1.52,73342,3202,58280,427,11432,11017,412,3,Albany,Conventional,2016
12/18/2016,$1.53,68939,3345,55950,139,9505,8877,588,40,Albany,Conventional,2016
12/11/2016,$1.49,71778,2323,56546,87,12822,12177,645,0,Albany,Conventional,2016
12/4/2016,$1.48,113032,6531,99746,51,6704,6476,228,0,Albany,Conventional,2016
11/27/2016,$1.52,58172,2794,47106,18,8254,7974,280,0,Albany,Conventional,2016
11/20/2016,$1.56,70090,3676,56899,11,9504,9238,209,57,Albany,Conventional,2016
11/13/2016,$1.62,63608,3524,49838,34,10213,9791,422,0,Albany,Conventional,2016
11/6/2016,$1.63,57178,3212,43024,36,10905,10474,431,0,Albany,Conventional,2016
10/30/2016,$1.46,58375,3187,45899,54,9235,9153,82,0,Albany,Conventional,2016
10/23/2016,$1.19,92080,4223,77537,46,10274,10160,114,0,Albany,Conventional,2016
10/16/2016,$1.40,69061,4027,54187,54,10793,10434,359,0,Albany,Conventional,2016
10/9/2016,$1.13,101088,3641,87174,102,10170,9744,425,0,Albany,Conventional,2016
10/2/2016,$1.51,75480,4109,57516,84,13771,13346,426,0,Albany,Conventional,2016
9/25/2016,$1.62,96853,7659,79426,43,9726,9587,139,0,Albany,Conventional,2016
9/18/2016,$1.39,79514,6624,63385,37,9467,8958,509,0,Albany,Conventional,2016
9/11/2016,$1.37,81473,6259,63512,42,11660,10839,816,5,Albany,Conventional,2016
9/4/2016,$1.44,95456,14741,64967,88,15660,15340,220,100,Albany,Conventional,2016
8/28/2016,$1.18,145323,34913,94929,54,15428,14368,270,790,Albany,Conventional,2016
8/21/2016,$1.43,94883,14520,63417,28,16918,15811,287,820,Albany,Conventional,2016
8/14/2016,$1.20,110528,24001,72970,27,13530,12435,350,746,Albany,Conventional,2016
8/7/2016,$1.48,99683,14671,69054,11,15947,14597,178,1172,Albany,Conventional,2016
7/31/2016,$1.61,125587,9294,96915,25,19352,18803,79,470,Albany,Conventional,2016
7/24/2016,$1.46,98321,11581,65196,14,21531,18639,242,2650,Albany,Conventional,2016
7/17/2016,$1.31,89228,9274,64261,80,15614,13440,689,1485,Albany,Conventional,2016
7/10/2016,$1.11,131630,20970,96582,46,14032,10876,471,2685,Albany,Conventional,2016
7/3/2016,$1.42,115908,8374,82122,147,25265,21873,492,2900,Albany,Conventional,2016
6/26/2016,$1.50,133087,7923,106657,37,18469,16480,420,1570,Albany,Conventional,2016
6/19/2016,$1.42,112818,6767,85374,30,20647,18527,390,1730,Albany,Conventional,2016
6/12/2016,$1.38,111395,7531,83771,81,20011,18368,282,1360,Albany,Conventional,2016
6/5/2016,$1.47,115857,4288,92056,54,19459,17386,398,1675,Albany,Conventional,2016
5/29/2016,$1.49,127812,2581,104877,104,20251,19520,181,550,Albany,Conventional,2016
5/22/2016,$1.34,98864,929,74678,59,23197,22571,21,605,Albany,Conventional,2016
5/15/2016,$1.36,96924,902,75848,83,20092,19803,289,0,Albany,Conventional,2016
5/8/2016,$1.27,120194,1042,96138,85,22930,22698,232,0,Albany,Conventional,2016
5/1/2016,$1.03,173782,884,163570,38,9289,8919,322,49,Albany,Conventional,2016
4/24/2016,$1.18,102490,955,87571,43,13921,13464,338,119,Albany,Conventional,2016
4/17/2016,$1.22,86434,899,70043,25,15467,14643,712,113,Albany,Conventional,2016
4/10/2016,$1.46,70253,972,56129,38,13114,12671,443,0,Albany,Conventional,2016
4/3/2016,$0.85,81694,676,70460,31,10527,10058,469,0,Albany,Conventional,2016
3/27/2016,$1.49,92529,809,78146,37,13538,13037,500,0,Albany,Conventional,2016
3/20/2016,$1.32,110402,765,97082,70,12484,12286,198,0,Albany,Conventional,2016
3/13/2016,$1.18,108265,848,96117,61,11239,10818,422,0,Albany,Conventional,2016
3/6/2016,$1.27,90634,972,74693,56,14912,14476,436,0,Albany,Conventional,2016
2/28/2016,$1.26,87822,805,72160,63,14794,13740,1054,0,Albany,Conventional,2016
2/21/2016,$1.28,99817,869,84485,25,14438,12281,2158,0,Albany,Conventional,2016
2/14/2016,$1.13,98008,1641,77133,12,19222,17663,1559,0,Albany,Conventional,2016
2/7/2016,$1.07,169614,2032,157272,110,10201,9350,851,0,Albany,Conventional,2016
1/31/2016,$1.16,102038,1386,79882,69,20701,19789,912,0,Albany,Conventional,2016
1/24/2016,$1.22,96089,545,70803,68,24673,23926,746,0,Albany,Conventional,2016
1/17/2016,$1.26,119972,1203,100613,51,18105,17981,125,0,Albany,Conventional,2016
1/10/2016,$1.28,79122,848,66697,109,11468,11294,174,0,Albany,Conventional,2016
1/3/2016,$1.03,149038,940,139736,132,8230,8056,174,0,Albany,Conventional,2016
12/25/2016,$0.91,502787,205856,86015,185,210731,118884,91847,0,Atlanta,Conventional,2016
12/18/2016,$0.94,463483,191753,80565,283,190882,114872,76010,0,Atlanta,Conventional,2016
12/11/2016,$1.06,422027,186344,56200,172,179311,112575,66737,0,Atlanta,Conventional,2016
12/4/2016,$1.03,475815,210602,93415,207,171591,67807,103784,0,Atlanta,Conventional,2016
11/27/2016,$1.22,372144,161632,55595,167,154750,89195,65519,36,Atlanta,Conventional,2016
11/20/2016,$1.14,448936,189207,58006,168,201556,128442,72236,878,Atlanta,Conventional,2016
11/13/2016,$1.25,408261,185966,63349,181,158765,92309,66233,223,Atlanta,Conventional,2016
11/6/2016,$1.29,393826,167083,65208,168,161367,82411,78956,0,Atlanta,Conventional,2016
10/30/2016,$1.26,408315,162368,69366,160,176421,94305,82115,0,Atlanta,Conventional,2016
10/23/2016,$1.23,422281,171215,67824,166,183075,110435,72640,0,Atlanta,Conventional,2016
10/16/2016,$1.16,459565,188793,82089,104,188578,87593,100985,0,Atlanta,Conventional,2016
10/9/2016,$1.23,452109,187261,69425,157,195267,95660,99114,493,Atlanta,Conventional,2016
10/2/2016,$1.26,440044,182418,69411,141,188074,104368,83706,0,Atlanta,Conventional,2016
9/25/2016,$1.26,435757,174532,77099,132,183994,109841,73830,322,Atlanta,Conventional,2016
9/18/2016,$1.01,527701,233801,70931,132,222837,139749,82907,181,Atlanta,Conventional,2016
9/11/2016,$0.90,597759,286406,54348,206,256799,194086,62713,0,Atlanta,Conventional,2016
9/4/2016,$0.89,614657,356593,55476,131,202457,126235,75979,243,Atlanta,Conventional,2016
8/28/2016,$0.95,539643,294241,42109,124,203169,132127,70394,647,Atlanta,Conventional,2016
8/21/2016,$0.94,549139,293240,48350,83,207466,160465,47001,0,Atlanta,Conventional,2016
8/14/2016,$0.87,666493,362924,60913,87,242570,182840,59730,0,Atlanta,Conventional,2016
8/7/2016,$1.04,508354,252172,63197,58,192927,131851,61075,0,Atlanta,Conventional,2016
7/31/2016,$0.98,537633,232641,76302,65,228626,161932,66694,0,Atlanta,Conventional,2016
7/24/2016,$1.00,495687,215523,92726,111,187327,120773,66554,0,Atlanta,Conventional,2016
7/17/2016,$1.01,474064,202639,82942,164,188319,108732,78959,628,Atlanta,Conventional,2016
7/10/2016,$0.92,560865,240109,95457,256,225043,146618,78214,211,Atlanta,Conventional,2016
7/3/2016,$0.77,789398,310551,150340,165,328342,216115,110545,1682,Atlanta,Conventional,2016
6/26/2016,$0.85,606857,272203,82764,174,251715,199572,52123,20,Atlanta,Conventional,2016
6/19/2016,$0.78,692767,361698,96388,264,234417,148946,84046,1425,Atlanta,Conventional,2016
6/12/2016,$0.78,608386,313216,61564,1175,232431,169986,55753,6692,Atlanta,Conventional,2016
6/5/2016,$0.75,691201,341028,123406,562,226206,112958,105975,7273,Atlanta,Conventional,2016
5/29/2016,$0.78,691344,267461,154239,247,269397,77155,186792,5450,Atlanta,Conventional,2016
5/22/2016,$0.79,585352,206761,110884,175,267531,91576,171021,4935,Atlanta,Conventional,2016
5/15/2016,$0.68,755307,292233,166131,80,296862,126899,169317,647,Atlanta,Conventional,2016
5/8/2016,$0.81,643700,199995,159037,254,284414,77088,206445,881,Atlanta,Conventional,2016
5/1/2016,$0.77,735635,241665,211777,54,282139,64801,217338,0,Atlanta,Conventional,2016
4/24/2016,$0.79,654019,233878,189043,67,231030,71927,158920,183,Atlanta,Conventional,2016
4/17/2016,$0.89,512348,190570,124409,106,197263,66462,130218,583,Atlanta,Conventional,2016
4/10/2016,$0.83,590002,258662,141606,433,189301,69497,119038,767,Atlanta,Conventional,2016
4/3/2016,$1.03,423486,253541,69327,1349,99269,62657,36611,0,Atlanta,Conventional,2016
3/27/2016,$0.98,458635,286918,59290,1320,111107,78825,32268,14,Atlanta,Conventional,2016
3/20/2016,$0.98,496191,323217,61128,1727,110120,75569,34551,0,Atlanta,Conventional,2016
3/13/2016,$0.90,588657,336351,110106,1907,140294,73593,66700,0,Atlanta,Conventional,2016
3/6/2016,$1.03,458837,299983,61770,1499,95584,62105,33479,0,Atlanta,Conventional,2016
2/28/2016,$0.90,555471,325884,106312,1137,122138,60231,61907,0,Atlanta,Conventional,2016
2/21/2016,$1.04,417206,270173,61591,1996,83445,55736,27709,0,Atlanta,Conventional,2016
2/14/2016,$0.97,481484,313342,57925,1008,109209,74366,34842,0,Atlanta,Conventional,2016
2/7/2016,$0.76,722211,415641,134517,419,171633,77184,94449,0,Atlanta,Conventional,2016
1/31/2016,$1.04,437491,290451,58974,412,87653,54822,32831,0,Atlanta,Conventional,2016
1/24/2016,$0.92,528777,318373,86817,401,123185,64717,58468,0,Atlanta,Conventional,2016
1/17/2016,$1.04,445090,308723,45916,654,89797,56526,33271,0,Atlanta,Conventional,2016
1/10/2016,$0.93,558349,377245,67316,464,113323,54693,58630,0,Atlanta,Conventional,2016
1/3/2016,$1.05,449263,350316,32958,397,65593,43675,21907,11,Atlanta,Conventional,2016
12/25/2016,$1.47,550948,50819,344700,8530,146899,142957,2630,1312,Baltimore/Washington,Conventional,2016
12/18/2016,$1.21,691009,57866,487110,8752,137281,133753,2846,682,Baltimore/Washington,Conventional,2016
12/11/2016,$1.35,599161,49240,375438,9977,164506,153477,11029,0,Baltimore/Washington,Conventional,2016
12/4/2016,$1.41,566956,52096,345132,10050,159678,157704,1738,236,Baltimore/Washington,Conventional,2016
11/27/2016,$1.49,539925,46243,336732,8237,148713,146287,1716,710,Baltimore/Washington,Conventional,2016
11/20/2016,$1.60,566160,51079,309529,13095,192457,189673,1883,901,Baltimore/Washington,Conventional,2016
11/13/2016,$1.73,559979,64631,311688,28558,155102,153318,1348,436,Baltimore/Washington,Conventional,2016
11/6/2016,$1.80,537946,61459,284547,41287,150653,149604,1049,0,Baltimore/Washington,Conventional,2016
10/30/2016,$1.86,522547,58412,304617,27904,131614,130683,566,365,Baltimore/Washington,Conventional,2016
10/23/2016,$1.85,584276,56864,336434,27037,163941,163071,383,488,Baltimore/Washington,Conventional,2016
10/16/2016,$1.69,638848,63424,363925,19879,191620,190382,1238,0,Baltimore/Washington,Conventional,2016
10/9/2016,$1.59,676189,72776,395481,20640,187292,185599,1332,361,Baltimore/Washington,Conventional,2016
10/2/2016,$1.66,672760,78717,381625,19493,192926,190861,1423,642,Baltimore/Washington,Conventional,2016
9/25/2016,$1.58,678672,129774,347949,19206,181742,180491,1252,0,Baltimore/Washington,Conventional,2016
9/18/2016,$1.50,732425,151205,367426,18809,194985,191239,3747,0,Baltimore/Washington,Conventional,2016
9/11/2016,$1.34,885728,202958,494756,19882,168132,162753,4043,1335,Baltimore/Washington,Conventional,2016
9/4/2016,$1.51,762218,97714,442803,20155,201546,198132,2898,516,Baltimore/Washington,Conventional,2016
8/28/2016,$1.57,732546,72407,443668,15649,200822,194473,3979,2371,Baltimore/Washington,Conventional,2016
8/21/2016,$1.48,727280,68444,413652,21950,223234,203758,15197,4278,Baltimore/Washington,Conventional,2016
8/14/2016,$1.52,742292,68336,421189,24864,227904,219530,6984,1390,Baltimore/Washington,Conventional,2016
8/7/2016,$1.52,746494,71155,432957,28505,213877,210316,2286,1275,Baltimore/Washington,Conventional,2016
7/31/2016,$1.65,698628,64023,402053,31448,201103,197041,707,3356,Baltimore/Washington,Conventional,2016
7/24/2016,$1.64,719104,62897,422903,30142,203162,194810,1006,7347,Baltimore/Washington,Conventional,2016
7/17/2016,$1.47,730875,50832,400288,32758,246997,233727,2258,11012,Baltimore/Washington,Conventional,2016
7/10/2016,$1.37,831188,64926,489315,44219,232729,217648,2448,12633,Baltimore/Washington,Conventional,2016
7/3/2016,$1.38,844338,63051,501970,50115,229202,214852,2969,11381,Baltimore/Washington,Conventional,2016
6/26/2016,$1.36,830073,62585,509114,48950,209424,202616,3059,3748,Baltimore/Washington,Conventional,2016
6/19/2016,$1.37,850692,61789,523095,54130,211678,203570,3085,5023,Baltimore/Washington,Conventional,2016
6/12/2016,$1.34,850863,73621,507383,55744,214115,207728,3452,2935,Baltimore/Washington,Conventional,2016
6/5/2016,$1.33,860858,61074,537896,46715,215173,203788,8329,3056,Baltimore/Washington,Conventional,2016
5/29/2016,$1.19,890197,61989,577334,44266,206607,200150,3716,2741,Baltimore/Washington,Conventional,2016
5/22/2016,$1.19,837573,60638,540988,19545,216402,211306,2951,2145,Baltimore/Washington,Conventional,2016
5/15/2016,$1.12,901690,58944,629734,16372,196640,189850,6195,594,Baltimore/Washington,Conventional,2016
5/8/2016,$0.95,1103888,75493,804252,16819,207325,204118,2691,515,Baltimore/Washington,Conventional,2016
5/1/2016,$1.07,929492,67682,648817,15073,197920,194073,3244,603,Baltimore/Washington,Conventional,2016
4/24/2016,$1.13,915500,61118,638834,15861,199687,196063,3132,492,Baltimore/Washington,Conventional,2016
4/17/2016,$1.13,841840,59233,576827,15881,189899,185709,3034,1156,Baltimore/Washington,Conventional,2016
4/10/2016,$1.12,789348,64550,522216,13248,189334,186798,2537,0,Baltimore/Washington,Conventional,2016
4/3/2016,$1.14,770877,61533,523512,12784,173047,170235,2812,0,Baltimore/Washington,Conventional,2016
3/27/2016,$1.19,781628,59850,523532,15295,182951,179810,3141,0,Baltimore/Washington,Conventional,2016
3/20/2016,$1.10,880239,65397,614918,16343,183581,180892,2689,0,Baltimore/Washington,Conventional,2016
3/13/2016,$1.18,845575,59401,580134,18703,187337,184423,2913,0,Baltimore/Washington,Conventional,2016
3/6/2016,$1.21,819707,62540,541219,21461,194487,191745,2743,0,Baltimore/Washington,Conventional,2016
2/28/2016,$1.12,888570,61484,641585,20335,165166,162543,2622,0,Baltimore/Washington,Conventional,2016
2/21/2016,$1.20,739486,51913,446499,54666,186408,180042,6367,0,Baltimore/Washington,Conventional,2016
2/14/2016,$1.11,905145,72825,596869,60290,175160,168368,6791,0,Baltimore/Washington,Conventional,2016
2/7/2016,$1.10,966321,73754,621956,48009,222601,217667,4934,0,Baltimore/Washington,Conventional,2016
1/31/2016,$1.11,748107,52642,506188,24482,164795,161204,3591,0,Baltimore/Washington,Conventional,2016
1/24/2016,$1.09,1022653,69829,689359,24030,239435,233610,5825,0,Baltimore/Washington,Conventional,2016
1/17/2016,$1.17,836226,58788,535245,25662,216531,213939,2592,0,Baltimore/Washington,Conventional,2016
1/10/2016,$1.17,780979,60261,511067,26791,182859,180461,2398,0,Baltimore/Washington,Conventional,2016
1/3/2016,$1.11,816760,54492,583418,27147,151703,149408,2295,0,Baltimore/Washington,Conventional,2016
12/25/2016,$1.03,71169,27464,2893,6681,34131,33449,662,19,Boise,Conventional,2016
12/18/2016,$1.02,64422,28725,2337,5563,27796,27464,327,5,Boise,Conventional,2016
12/11/2016,$0.80,98347,30311,10383,4088,53565,53191,320,55,Boise,Conventional,2016
12/4/2016,$1.01,72472,34195,2996,3772,31509,31278,218,13,Boise,Conventional,2016
11/27/2016,$1.22,51941,23775,2187,5526,20453,20442,0,11,Boise,Conventional,2016
11/20/2016,$1.27,62527,28834,2463,7123,24106,24091,3,11,Boise,Conventional,2016
11/13/2016,$1.28,67212,32035,3042,6079,26056,25875,140,40,Boise,Conventional,2016
11/6/2016,$1.37,59587,24935,2894,7688,24070,23559,408,103,Boise,Conventional,2016
10/30/2016,$1.34,59789,25833,3018,7312,23626,22910,622,94,Boise,Conventional,2016
10/23/2016,$1.17,70652,27936,3769,6919,32028,30915,1098,15,Boise,Conventional,2016
10/16/2016,$1.09,77805,35486,2007,6689,33623,32414,1198,11,Boise,Conventional,2016
10/9/2016,$1.03,84235,38087,2089,6562,37496,28895,8576,24,Boise,Conventional,2016
10/2/2016,$0.90,106260,27543,8194,7083,63440,55975,7431,34,Boise,Conventional,2016
9/25/2016,$0.91,87557,39342,2342,5737,40136,34566,5565,5,Boise,Conventional,2016
9/18/2016,$0.97,82378,39719,2199,6951,33508,28303,5199,6,Boise,Conventional,2016
9/11/2016,$0.89,89823,41793,1784,6412,39834,38899,927,8,Boise,Conventional,2016
9/4/2016,$1.01,79683,37234,2056,7067,33326,31600,1719,8,Boise,Conventional,2016
8/28/2016,$0.99,78600,36838,1982,5919,33861,32152,1694,16,Boise,Conventional,2016
8/21/2016,$0.90,84013,40944,2078,4695,36296,34718,1578,0,Boise,Conventional,2016
8/14/2016,$0.93,88787,43526,1959,6569,36733,36021,671,41,Boise,Conventional,2016
8/7/2016,$0.76,70711,32775,2002,3,35931,35664,247,21,Boise,Conventional,2016
7/31/2016,$0.78,69620,30747,1921,3,36950,36950,0,0,Boise,Conventional,2016
7/24/2016,$0.74,65580,26990,1685,3,36902,36365,17,520,Boise,Conventional,2016
7/17/2016,$0.70,69053,27671,1614,6,39761,37730,800,1232,Boise,Conventional,2016
7/10/2016,$0.75,132511,39211,4977,3,88320,87358,20,941,Boise,Conventional,2016
7/3/2016,$0.77,136378,36208,6422,12,93735,93645,21,69,Boise,Conventional,2016
6/26/2016,$0.69,127962,34024,5853,9,88075,88025,34,16,Boise,Conventional,2016
6/19/2016,$0.70,129020,36119,6692,2,86206,86108,83,16,Boise,Conventional,2016
6/12/2016,$0.67,68722,34791,2579,3,31349,31095,246,8,Boise,Conventional,2016
6/5/2016,$0.63,95948,31280,5423,12,59234,59207,9,18,Boise,Conventional,2016
5/29/2016,$0.63,82549,29695,4570,7,48278,47343,926,8,Boise,Conventional,2016
5/22/2016,$0.65,75997,32113,3221,3,40660,40607,35,18,Boise,Conventional,2016
5/15/2016,$0.58,95144,34103,6201,16,54824,52269,2490,65,Boise,Conventional,2016
5/8/2016,$0.61,106410,43200,5397,7,57805,57440,330,35,Boise,Conventional,2016
5/1/2016,$0.63,82586,32241,3928,0,46417,46258,141,18,Boise,Conventional,2016
4/24/2016,$0.65,79562,36438,2850,591,39684,39671,6,7,Boise,Conventional,2016
4/17/2016,$0.67,109590,41244,9076,4730,54540,53940,15,586,Boise,Conventional,2016
4/10/2016,$0.82,86898,44345,3304,5341,33908,33663,156,89,Boise,Conventional,2016
4/3/2016,$0.82,97650,45953,5362,6316,40019,39916,95,8,Boise,Conventional,2016
3/27/2016,$0.81,101268,40229,6891,9114,45033,44764,242,27,Boise,Conventional,2016
3/20/2016,$0.94,83081,41756,2698,9201,29426,29352,63,11,Boise,Conventional,2016
3/13/2016,$0.83,100145,45571,4921,6448,43205,42384,784,36,Boise,Conventional,2016
3/6/2016,$0.86,97421,41714,5373,7307,43027,42482,528,17,Boise,Conventional,2016
2/28/2016,$0.89,89982,38143,5361,8767,37710,37217,472,21,Boise,Conventional,2016
2/21/2016,$0.74,93951,37808,9085,4891,42168,42112,50,6,Boise,Conventional,2016
2/14/2016,$0.94,78070,38043,5303,6617,28107,28013,85,9,Boise,Conventional,2016
2/7/2016,$0.82,123715,42826,14822,17989,48078,47556,453,69,Boise,Conventional,2016
1/31/2016,$0.94,83755,36196,4791,8441,34327,33947,47,333,Boise,Conventional,2016
1/24/2016,$0.90,58434,18003,4208,4714,31509,29875,1615,19,Boise,Conventional,2016
1/17/2016,$0.92,92385,34303,7884,8901,41297,40338,951,8,Boise,Conventional,2016
1/10/2016,$0.93,89881,31802,8347,9065,40667,40584,17,65,Boise,Conventional,2016
1/3/2016,$0.77,106107,43869,10277,5432,46530,46476,17,37,Boise,Conventional,2016
12/25/2016,$1.28,447601,4350,346516,4184,92551,91482,1070,0,Boston,Conventional,2016
12/18/2016,$1.09,579577,6124,488107,7765,77581,76135,1446,0,Boston,Conventional,2016
12/11/2016,$1.22,510801,3711,409646,5053,92391,90449,1634,307,Boston,Conventional,2016
12/4/2016,$1.26,473428,4372,393748,3449,71859,71378,308,174,Boston,Conventional,2016
11/27/2016,$1.45,391257,4243,317090,3069,66854,66399,31,424,Boston,Conventional,2016
11/20/2016,$1.39,475677,7918,356868,4916,105976,105941,36,0,Boston,Conventional,2016
11/13/2016,$1.56,397601,5234,314435,3727,74205,74205,0,0,Boston,Conventional,2016
11/6/2016,$1.62,366175,4017,284810,3370,73979,73804,0,175,Boston,Conventional,2016
10/30/2016,$1.67,376501,5543,304461,3788,62709,62705,4,0,Boston,Conventional,2016
10/23/2016,$1.58,439552,10445,335244,6145,87719,86923,0,796,Boston,Conventional,2016
10/16/2016,$1.60,453605,6472,345051,4742,97340,97340,0,0,Boston,Conventional,2016
10/9/2016,$1.49,468135,7435,366649,3838,90214,90214,0,0,Boston,Conventional,2016
10/2/2016,$1.59,459164,20872,340343,5004,92946,92946,0,0,Boston,Conventional,2016
9/25/2016,$1.53,483057,40864,338301,6516,97376,97376,0,0,Boston,Conventional,2016
9/18/2016,$1.45,489601,39971,346156,7080,96394,96062,333,0,Boston,Conventional,2016
