Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"South Central",Weekly,"2020-10-25 00:00:00",Conventional,0.760000000,7423265.29,2523456.14,895439.96,120457.47,3883911.72,2367217.90,1467064.15,49629.67,
"South Central",Weekly,"2020-10-18 00:00:00",Conventional,0.760000000,7130725.98,2388629.82,933468.09,157341.37,3651286.70,2355082.77,1246751.68,49452.25,
"South Central",Weekly,"2020-10-11 00:00:00",Conventional,0.710000000,8005889.56,2698838.23,1102722.64,138790.69,4065538.00,2258951.38,1761483.97,45102.65,
Southeast,Weekly,"2020-11-01 00:00:00",Conventional,0.830000000,5468358.03,2328953.43,209849.85,3431.18,2926123.57,2453785.33,461126.78,11211.46,
Southeast,Weekly,"2020-10-25 00:00:00",Conventional,0.760000000,6218424.51,2836661.20,271119.77,4145.00,3106498.54,2597340.92,497998.49,11159.13,
Southeast,Weekly,"2020-10-18 00:00:00",Conventional,0.890000000,5712502.61,2385191.19,264366.28,3751.90,3059193.24,2540387.64,507551.21,11254.39,
Southeast,Weekly,"2020-10-11 00:00:00",Conventional,0.910000000,5553461.19,2309670.13,306957.74,3716.04,2933117.28,2310723.71,610365.61,12027.96,
Spokane,Weekly,"2020-11-01 00:00:00",Conventional,1.070000000,106216.37,19838.78,8967.75,10.03,77399.81,48059.42,29327.02,13.37,
Spokane,Weekly,"2020-10-25 00:00:00",Conventional,1.040000000,110199.85,18453.72,12302.93,22.04,79421.16,46407.39,33004.85,8.92,
Spokane,Weekly,"2020-10-18 00:00:00",Conventional,1.070000000,115807.74,18537.98,13714.54,66.40,83488.82,47925.41,35514.22,49.19,
Spokane,Weekly,"2020-10-11 00:00:00",Conventional,1.170000000,116605.86,20560.79,10778.40,26.48,85240.19,53706.55,31495.42,38.22,
"St. Louis",Weekly,"2020-11-01 00:00:00",Conventional,0.870000000,213837.46,100162.58,11985.57,40.06,101649.25,93569.66,8068.48,11.11,
"St. Louis",Weekly,"2020-10-25 00:00:00",Conventional,0.940000000,202859.54,90368.39,12440.90,22.10,100028.15,91493.93,8350.99,183.23,
"St. Louis",Weekly,"2020-10-18 00:00:00",Conventional,0.930000000,210159.78,90901.92,12751.58,70.44,106435.84,97972.43,3031.36,5432.05,
"St. Louis",Weekly,"2020-10-11 00:00:00",Conventional,0.890000000,227183.61,106885.62,12637.09,165.65,107495.25,98758.09,1051.94,7685.22,
Syracuse,Weekly,"2020-11-01 00:00:00",Conventional,1.140000000,90364.51,13442.58,41558.39,549.70,34813.84,23096.96,11641.88,75.00,
Syracuse,Weekly,"2020-10-25 00:00:00",Conventional,1.020000000,84981.97,8476.90,41202.72,689.77,34612.58,21899.22,12648.36,65.00,
Syracuse,Weekly,"2020-10-18 00:00:00",Conventional,1.030000000,84673.32,9175.37,36512.39,682.39,38303.17,26477.67,10578.83,1246.67,
Syracuse,Weekly,"2020-10-11 00:00:00",Conventional,1.050000000,91935.72,8993.01,39521.44,735.36,42685.91,26435.41,14007.72,2242.78,
Tampa,Weekly,"2020-11-01 00:00:00",Conventional,0.820000000,585253.45,243554.29,20041.63,57.70,321599.83,243538.93,78044.24,16.66,
Tampa,Weekly,"2020-10-25 00:00:00",Conventional,0.740000000,656381.56,285665.69,23984.36,104.75,346626.76,274443.84,72162.69,20.23,
Tampa,Weekly,"2020-10-18 00:00:00",Conventional,0.900000000,581782.62,224440.26,24395.10,137.85,332809.41,256010.77,76794.20,4.44,
Tampa,Weekly,"2020-10-11 00:00:00",Conventional,0.920000000,558049.44,203808.09,34314.13,195.03,319732.19,193186.14,126536.61,9.44,
"Total U.S.",Weekly,"2020-11-01 00:00:00",Conventional,0.920000000,45163178.34,11833945.29,7967111.41,689009.65,24673111.99,15077199.57,8700048.22,895864.20,
"Total U.S.",Weekly,"2020-10-25 00:00:00",Conventional,0.910000000,45104348.68,12168145.33,8181873.87,858411.47,23895918.01,15094673.62,7926043.62,875200.77,
"Total U.S.",Weekly,"2020-10-18 00:00:00",Conventional,0.940000000,44682650.61,11872016.49,8134688.47,652677.02,24023268.63,15436913.52,7714795.98,871559.13,
"Total U.S.",Weekly,"2020-10-11 00:00:00",Conventional,0.950000000,46520087.91,12937425.17,8425186.75,578075.01,24579400.98,15629760.35,8219557.25,730083.38,
West,Weekly,"2020-11-01 00:00:00",Conventional,0.890000000,7931203.40,1733331.18,822517.80,23857.20,5351497.22,2604789.67,2679505.82,67201.73,
West,Weekly,"2020-10-25 00:00:00",Conventional,0.880000000,7994700.24,1545292.43,1010449.70,25199.81,5413758.30,2540992.28,2800641.67,72124.35,
West,Weekly,"2020-10-18 00:00:00",Conventional,0.880000000,8393170.56,1852619.27,1080015.16,25242.29,5435293.84,2473695.05,2887988.91,73609.88,
West,Weekly,"2020-10-11 00:00:00",Conventional,0.980000000,7930358.53,1891004.21,921510.88,23600.10,5094243.34,2584779.41,2449451.94,60011.99,
"West Tex/New Mexico",Weekly,"2020-11-01 00:00:00",Conventional,0.660000000,1182609.02,319856.63,86473.13,11525.61,764753.65,370279.66,393326.28,1147.71,
"West Tex/New Mexico",Weekly,"2020-10-25 00:00:00",Conventional,0.720000000,1102490.60,329466.95,108696.05,15454.34,648873.26,390419.84,257117.67,1335.75,
"West Tex/New Mexico",Weekly,"2020-10-18 00:00:00",Conventional,0.680000000,1059704.65,327441.20,118820.49,18346.70,595096.26,351613.44,241843.45,1639.37,
"West Tex/New Mexico",Weekly,"2020-10-11 00:00:00",Conventional,0.690000000,1181490.96,431963.26,109037.10,16386.23,624104.37,356977.38,266019.12,1107.87,
Albany,Weekly,"2020-11-01 00:00:00",Organic,1.330000000,3282.74,120.69,456.27,0.00,2705.78,1674.59,1031.19,0.00,
Albany,Weekly,"2020-10-25 00:00:00",Organic,1.490000000,2867.86,158.41,414.83,0.00,2294.62,1429.89,864.73,0.00,
Albany,Weekly,"2020-10-18 00:00:00",Organic,1.490000000,3404.90,81.89,421.55,0.00,2901.46,1814.97,1086.49,0.00,
Albany,Weekly,"2020-10-11 00:00:00",Organic,1.510000000,3008.44,42.88,390.94,0.00,2574.62,2053.36,521.26,0.00,
Atlanta,Weekly,"2020-11-01 00:00:00",Organic,1.580000000,32483.11,95.73,2102.19,0.00,30285.19,7249.81,23032.46,2.92,
Atlanta,Weekly,"2020-10-25 00:00:00",Organic,1.520000000,31847.13,112.31,2870.00,0.00,28864.82,4112.04,24143.20,609.58,
Atlanta,Weekly,"2020-10-18 00:00:00",Organic,1.500000000,31560.54,100.85,2765.24,0.00,28694.45,5544.19,21724.01,1426.25,
Atlanta,Weekly,"2020-10-11 00:00:00",Organic,1.630000000,31150.93,256.92,2149.02,0.00,28744.99,8635.80,18852.11,1257.08,
Baltimore/Washington,Weekly,"2020-11-01 00:00:00",Organic,1.610000000,53948.32,781.87,3671.97,7.72,49486.76,45528.10,3958.66,0.00,
Baltimore/Washington,Weekly,"2020-10-25 00:00:00",Organic,1.510000000,64549.77,926.72,3428.60,10.31,60184.14,56956.77,3227.37,0.00,
Baltimore/Washington,Weekly,"2020-10-18 00:00:00",Organic,1.450000000,66562.30,435.97,3472.77,12.91,62640.65,56382.99,6257.66,0.00,
Baltimore/Washington,Weekly,"2020-10-11 00:00:00",Organic,1.550000000,64949.87,491.66,3967.28,3.88,60487.05,55513.82,4973.23,0.00,
Boise,Weekly,"2020-11-01 00:00:00",Organic,1.570000000,6345.82,1.26,594.05,0.00,5750.51,2684.25,3066.26,0.00,
Boise,Weekly,"2020-10-25 00:00:00",Organic,1.610000000,5764.85,2.53,1113.64,2.53,4646.15,2710.55,1935.60,0.00,
Boise,Weekly,"2020-10-18 00:00:00",Organic,1.640000000,6127.78,2.55,1063.96,0.00,5061.27,3775.87,1285.40,0.00,
Boise,Weekly,"2020-10-11 00:00:00",Organic,1.780000000,6562.38,0.00,726.16,0.00,5836.22,2032.09,3804.13,0.00,
Boston,Weekly,"2020-11-01 00:00:00",Organic,1.590000000,43111.42,146.78,2181.05,0.00,40783.59,39317.60,1465.99,0.00,
Boston,Weekly,"2020-10-25 00:00:00",Organic,1.840000000,35198.10,163.58,1588.13,0.00,33446.39,31970.45,1475.94,0.00,
Boston,Weekly,"2020-10-18 00:00:00",Organic,1.850000000,36606.67,155.34,1915.24,0.00,34536.09,33172.64,1363.45,0.00,
Boston,Weekly,"2020-10-11 00:00:00",Organic,1.850000000,38198.98,119.66,1879.38,0.00,36199.94,35178.78,1021.16,0.00,
Buffalo/Rochester,Weekly,"2020-11-01 00:00:00",Organic,1.400000000,14517.83,1103.88,156.05,0.00,13257.90,13252.45,5.45,0.00,
Buffalo/Rochester,Weekly,"2020-10-25 00:00:00",Organic,1.440000000,13861.61,766.56,110.19,0.00,12984.86,12971.53,13.33,0.00,
Buffalo/Rochester,Weekly,"2020-10-18 00:00:00",Organic,1.480000000,13883.55,596.00,168.01,0.00,13119.54,13082.87,36.67,0.00,
Buffalo/Rochester,Weekly,"2020-10-11 00:00:00",Organic,1.420000000,15392.77,559.55,157.64,0.00,14675.58,14675.58,0.00,0.00,
California,Weekly,"2020-11-01 00:00:00",Organic,1.420000000,602023.84,18847.66,252930.18,41.13,330204.87,227972.89,102231.98,0.00,
California,Weekly,"2020-10-25 00:00:00",Organic,1.710000000,367392.68,18877.33,17336.90,10.68,331167.77,227407.17,103760.60,0.00,
California,Weekly,"2020-10-18 00:00:00",Organic,1.650000000,358111.87,16746.98,18331.19,33.67,323000.03,200470.76,122529.27,0.00,
California,Weekly,"2020-10-11 00:00:00",Organic,1.600000000,362928.92,18038.94,18366.27,7.67,326516.04,200580.49,125935.55,0.00,
Charlotte,Weekly,"2020-11-01 00:00:00",Organic,1.450000000,18251.62,59.34,2993.61,57.24,15141.43,13711.77,1429.66,0.00,
Charlotte,Weekly,"2020-10-25 00:00:00",Organic,1.450000000,17654.57,69.41,2885.14,19.60,14680.42,11487.93,2900.82,291.67,
Charlotte,Weekly,"2020-10-18 00:00:00",Organic,1.540000000,17571.10,84.29,3473.28,35.39,13978.14,7169.98,4760.66,2047.50,
Charlotte,Weekly,"2020-10-11 00:00:00",Organic,1.520000000,17995.72,88.77,3519.50,18.45,14369.00,12536.07,1310.85,522.08,
Chicago,Weekly,"2020-11-01 00:00:00",Organic,1.220000000,116028.80,1090.95,14415.11,0.00,100498.95,25050.56,75448.39,0.00,
Chicago,Weekly,"2020-10-25 00:00:00",Organic,1.470000000,66478.94,407.28,3062.94,0.00,63006.00,16882.37,46123.63,0.00,
Chicago,Weekly,"2020-10-18 00:00:00",Organic,1.500000000,64453.79,465.72,3183.77,0.00,60785.31,20942.72,39842.59,0.00,
Chicago,Weekly,"2020-10-11 00:00:00",Organic,1.550000000,61361.17,434.72,3384.70,0.00,57541.62,20499.76,37041.86,0.00,
Cincinnati/Dayton,Weekly,"2020-11-01 00:00:00",Organic,1.480000000,20035.52,428.07,2439.35,0.00,17168.10,2145.08,15023.02,0.00,
Cincinnati/Dayton,Weekly,"2020-10-25 00:00:00",Organic,1.570000000,20974.42,544.16,2457.78,0.00,17972.48,2353.67,15618.81,0.00,
Cincinnati/Dayton,Weekly,"2020-10-18 00:00:00",Organic,1.580000000,20153.19,329.21,2248.99,0.00,17574.99,4861.19,12713.80,0.00,
Cincinnati/Dayton,Weekly,"2020-10-11 00:00:00",Organic,1.520000000,19504.10,182.98,2260.94,0.00,17060.18,7314.59,9745.59,0.00,
Columbus,Weekly,"2020-11-01 00:00:00",Organic,1.330000000,11613.36,604.77,1013.26,0.00,9995.33,2484.21,7511.12,0.00,
Columbus,Weekly,"2020-10-25 00:00:00",Organic,1.330000000,11037.80,516.84,907.45,0.00,9613.51,3181.99,6431.52,0.00,
Columbus,Weekly,"2020-10-18 00:00:00",Organic,1.380000000,10564.34,502.89,857.57,0.00,9203.88,3623.25,5580.63,0.00,
Columbus,Weekly,"2020-10-11 00:00:00",Organic,1.380000000,11212.53,697.45,940.01,0.00,9575.07,3531.67,6043.40,0.00,
"Dallas/Ft. Worth",Weekly,"2020-11-01 00:00:00",Organic,1.110000000,38161.84,3010.48,81.08,207.51,34862.77,22475.74,12387.03,0.00,
"Dallas/Ft. Worth",Weekly,"2020-10-25 00:00:00",Organic,1.120000000,46484.20,4164.68,97.80,139.13,42082.59,28650.14,13432.45,0.00,
"Dallas/Ft. Worth",Weekly,"2020-10-18 00:00:00",Organic,1.090000000,49651.70,4300.66,56.59,99.37,45195.08,32031.27,13163.81,0.00,
"Dallas/Ft. Worth",Weekly,"2020-10-11 00:00:00",Organic,1.190000000,46730.04,3074.32,63.64,316.82,43275.26,31414.09,11861.17,0.00,
Denver,Weekly,"2020-11-01 00:00:00",Organic,1.190000000,50443.82,3344.93,1341.29,0.00,45757.60,32405.29,13352.31,0.00,
Denver,Weekly,"2020-10-25 00:00:00",Organic,1.190000000,57512.57,4615.77,1395.45,0.00,51501.35,36273.54,15227.81,0.00,
Denver,Weekly,"2020-10-18 00:00:00",Organic,1.220000000,54537.86,3951.95,1396.91,0.00,49189.00,35887.05,13301.95,0.00,
Denver,Weekly,"2020-10-11 00:00:00",Organic,1.240000000,50495.39,5287.00,1628.20,0.00,43580.19,30193.79,13386.40,0.00,
Detroit,Weekly,"2020-11-01 00:00:00",Organic,1.340000000,21572.70,345.73,1863.62,0.00,19363.35,3726.34,15637.01,0.00,
Detroit,Weekly,"2020-10-25 00:00:00",Organic,1.440000000,20025.63,235.61,1719.92,0.00,18070.10,4709.86,13360.24,0.00,
Detroit,Weekly,"2020-10-18 00:00:00",Organic,1.360000000,22843.09,369.42,1739.12,0.00,20732.05,6631.85,14100.20,0.00,
Detroit,Weekly,"2020-10-11 00:00:00",Organic,1.340000000,22273.84,332.95,2073.03,0.00,19856.74,7190.53,12666.21,0.00,
"Grand Rapids",Weekly,"2020-11-01 00:00:00",Organic,1.320000000,6417.76,38.57,885.09,0.00,5494.10,5494.10,0.00,0.00,
"Grand Rapids",Weekly,"2020-10-25 00:00:00",Organic,1.140000000,7080.11,18.55,743.46,0.00,6318.10,6314.77,3.33,0.00,
"Grand Rapids",Weekly,"2020-10-18 00:00:00",Organic,1.220000000,6921.94,38.58,824.53,0.00,6058.83,6031.84,26.99,0.00,
"Grand Rapids",Weekly,"2020-10-11 00:00:00",Organic,1.190000000,8619.34,30.34,1138.46,0.00,7450.54,7380.53,70.01,0.00,
"Great Lakes",Weekly,"2020-11-01 00:00:00",Organic,1.290000000,274966.86,6072.62,27909.15,0.00,240960.35,82050.90,158827.78,81.67,
"Great Lakes",Weekly,"2020-10-25 00:00:00",Organic,1.400000000,217405.68,4354.71,14778.60,0.00,198269.54,77384.43,120829.69,55.42,
"Great Lakes",Weekly,"2020-10-18 00:00:00",Organic,1.410000000,222953.75,4637.89,14707.22,0.00,203586.19,93805.32,109748.79,32.08,
"Great Lakes",Weekly,"2020-10-11 00:00:00",Organic,1.410000000,219031.78,4976.04,15999.22,0.00,198044.19,93931.89,104001.47,110.83,
Harrisburg/Scranton,Weekly,"2020-11-01 00:00:00",Organic,1.400000000,14927.54,399.89,456.23,0.00,14071.42,14042.14,29.28,0.00,
Harrisburg/Scranton,Weekly,"2020-10-25 00:00:00",Organic,1.370000000,17518.83,472.05,421.66,0.00,16625.12,16520.08,105.04,0.00,
Harrisburg/Scranton,Weekly,"2020-10-18 00:00:00",Organic,1.360000000,17966.16,144.54,377.08,0.00,17444.54,17331.44,113.10,0.00,
Harrisburg/Scranton,Weekly,"2020-10-11 00:00:00",Organic,1.340000000,17877.07,167.58,417.50,0.00,17291.99,17184.94,107.05,0.00,
Hartford/Springfield,Weekly,"2020-11-01 00:00:00",Organic,1.650000000,18102.23,400.99,6708.19,0.00,10993.05,10973.37,19.68,0.00,
Hartford/Springfield,Weekly,"2020-10-25 00:00:00",Organic,1.870000000,17902.95,1211.80,7388.95,9.56,9292.64,8960.44,332.20,0.00,
Hartford/Springfield,Weekly,"2020-10-18 00:00:00",Organic,1.970000000,14915.20,301.66,5323.79,0.00,9289.75,9261.44,28.31,0.00,
Hartford/Springfield,Weekly,"2020-10-11 00:00:00",Organic,1.950000000,17009.56,334.10,5977.74,0.00,10697.72,10697.72,0.00,0.00,
Houston,Weekly,"2020-11-01 00:00:00",Organic,1.190000000,29179.74,3835.84,0.00,0.00,25343.90,13353.91,11989.99,0.00,
Houston,Weekly,"2020-10-25 00:00:00",Organic,1.310000000,30241.63,4159.37,1.00,0.00,26081.26,12487.10,13594.16,0.00,
Houston,Weekly,"2020-10-18 00:00:00",Organic,1.290000000,29113.66,4122.33,0.00,0.00,24991.33,11998.59,12992.74,0.00,
Houston,Weekly,"2020-10-11 00:00:00",Organic,1.260000000,27031.31,3713.86,1.00,0.00,23316.45,11673.85,11642.60,0.00,
Indianapolis,Weekly,"2020-11-01 00:00:00",Organic,1.330000000,9683.69,259.76,981.99,0.00,8441.94,2831.32,5610.62,0.00,
Indianapolis,Weekly,"2020-10-25 00:00:00",Organic,1.360000000,9134.46,216.40,851.20,0.00,8066.86,3083.52,4983.34,0.00,
Indianapolis,Weekly,"2020-10-18 00:00:00",Organic,1.360000000,9430.56,226.71,715.72,0.00,8488.13,3520.16,4967.97,0.00,
Indianapolis,Weekly,"2020-10-11 00:00:00",Organic,1.320000000,9602.75,256.88,790.93,0.00,8554.94,3841.58,4713.36,0.00,
Jacksonville,Weekly,"2020-11-01 00:00:00",Organic,0.990000000,6346.41,20.68,191.52,0.00,6134.21,6042.32,91.89,0.00,
Jacksonville,Weekly,"2020-10-25 00:00:00",Organic,1.000000000,5693.73,43.48,182.60,0.00,5467.65,5398.81,68.84,0.00,
Jacksonville,Weekly,"2020-10-18 00:00:00",Organic,1.020000000,5967.35,100.80,216.77,0.00,5649.78,5557.05,92.73,0.00,
Jacksonville,Weekly,"2020-10-11 00:00:00",Organic,1.080000000,5490.55,22.72,186.11,0.00,5281.72,5234.83,46.89,0.00,
"Las Vegas",Weekly,"2020-11-01 00:00:00",Organic,1.340000000,16166.79,669.55,398.35,0.00,15098.89,7922.11,7176.78,0.00,
"Las Vegas",Weekly,"2020-10-25 00:00:00",Organic,1.350000000,17362.80,882.93,304.62,0.00,16175.25,8893.16,7282.09,0.00,
"Las Vegas",Weekly,"2020-10-18 00:00:00",Organic,1.370000000,17950.61,829.52,487.05,0.00,16634.04,9362.08,7271.96,0.00,
"Las Vegas",Weekly,"2020-10-11 00:00:00",Organic,1.390000000,17367.96,717.81,1036.86,0.00,15613.29,8786.45,6826.84,0.00,
"Los Angeles",Weekly,"2020-11-01 00:00:00",Organic,1.630000000,174098.23,7591.81,2385.05,3.11,164118.26,87578.23,76540.03,0.00,
"Los Angeles",Weekly,"2020-10-25 00:00:00",Organic,1.610000000,174884.64,8344.39,1906.28,3.12,164630.85,85521.32,79109.53,0.00,
"Los Angeles",Weekly,"2020-10-18 00:00:00",Organic,1.500000000,173638.52,8123.51,2201.27,4.69,163309.05,78503.54,84805.51,0.00,
"Los Angeles",Weekly,"2020-10-11 00:00:00",Organic,1.470000000,179568.82,8194.49,2737.02,1.57,168635.74,78776.75,89858.99,0.00,
Louisville,Weekly,"2020-11-01 00:00:00",Organic,1.450000000,8046.93,1.19,731.06,0.00,7314.68,156.69,6058.41,1099.58,
Louisville,Weekly,"2020-10-25 00:00:00",Organic,1.470000000,6952.20,2.39,754.30,0.00,6195.51,323.86,5305.82,565.83,
Louisville,Weekly,"2020-10-18 00:00:00",Organic,1.450000000,7037.98,0.00,731.54,0.00,6306.44,1115.96,4653.81,536.67,
Louisville,Weekly,"2020-10-11 00:00:00",Organic,1.480000000,8675.62,15.02,896.50,0.00,7764.10,962.68,5698.92,1102.50,
"Miami/Ft. Lauderdale",Weekly,"2020-11-01 00:00:00",Organic,0.930000000,18038.58,151.45,6.31,0.00,17880.82,17880.82,0.00,0.00,
"Miami/Ft. Lauderdale",Weekly,"2020-10-25 00:00:00",Organic,1.050000000,17793.40,156.43,1.00,0.00,17635.97,17635.97,0.00,0.00,
"Miami/Ft. Lauderdale",Weekly,"2020-10-18 00:00:00",Organic,1.180000000,19592.83,122.68,3.00,0.00,19467.15,19467.15,0.00,0.00,
"Miami/Ft. Lauderdale",Weekly,"2020-10-11 00:00:00",Organic,1.340000000,16603.67,173.01,1.26,0.00,16429.40,16429.40,0.00,0.00,
Midsouth,Weekly,"2020-11-01 00:00:00",Organic,1.440000000,247594.72,3044.40,21781.55,321.37,222447.40,138963.12,71840.95,11643.33,
Midsouth,Weekly,"2020-10-25 00:00:00",Organic,1.420000000,257783.89,3216.41,21233.19,274.05,233060.24,146253.73,81705.26,5101.25,
Midsouth,Weekly,"2020-10-18 00:00:00",Organic,1.430000000,259032.54,2928.43,22901.43,226.18,232976.50,133156.79,92443.46,7376.25,
Midsouth,Weekly,"2020-10-11 00:00:00",Organic,1.470000000,263919.31,2749.96,23507.74,134.58,237527.03,150853.05,73266.06,13407.92,
Nashville,Weekly,"2020-11-01 00:00:00",Organic,1.330000000,17923.88,22.07,1063.34,0.00,16838.47,2237.04,12116.43,2485.00,
Nashville,Weekly,"2020-10-25 00:00:00",Organic,1.450000000,16340.28,27.11,1223.21,0.00,15089.96,1991.53,12596.76,501.67,
Nashville,Weekly,"2020-10-18 00:00:00",Organic,1.430000000,16310.39,18.65,1163.36,0.00,15128.38,2820.58,11444.47,863.33,
Nashville,Weekly,"2020-10-11 00:00:00",Organic,1.430000000,17943.40,74.25,1162.30,0.00,16706.85,1714.19,11533.49,3459.17,
"New Orleans/Mobile",Weekly,"2020-11-01 00:00:00",Organic,1.170000000,7514.79,85.91,0.00,0.00,7428.88,2631.55,4794.41,2.92,
"New Orleans/Mobile",Weekly,"2020-10-25 00:00:00",Organic,1.210000000,6151.29,132.96,0.00,0.00,6018.33,2645.80,2795.03,577.50,
"New Orleans/Mobile",Weekly,"2020-10-18 00:00:00",Organic,1.140000000,6195.61,108.98,0.00,0.00,6086.63,1885.90,2686.98,1513.75,
"New Orleans/Mobile",Weekly,"2020-10-11 00:00:00",Organic,1.250000000,5858.25,46.68,0.00,0.00,5811.57,2964.59,2666.15,180.83,
"New York",Weekly,"2020-11-01 00:00:00",Organic,1.550000000,92480.84,12277.94,13049.80,141.06,67012.04,63533.01,3479.03,0.00,
"New York",Weekly,"2020-10-25 00:00:00",Organic,1.600000000,96908.82,21297.32,15625.28,141.19,59845.03,55768.12,4076.91,0.00,
"New York",Weekly,"2020-10-18 00:00:00",Organic,1.640000000,89513.83,9043.80,9433.52,163.94,70872.57,69187.79,1667.34,17.44,
"New York",Weekly,"2020-10-11 00:00:00",Organic,1.720000000,87155.72,9181.00,10818.17,814.97,66341.58,64057.41,2241.51,42.66,
Northeast,Weekly,"2020-11-01 00:00:00",Organic,1.520000000,283464.04,21863.74,31272.53,125.72,230202.05,209561.65,20640.40,0.00,
Northeast,Weekly,"2020-10-25 00:00:00",Organic,1.590000000,287538.26,34100.58,33140.55,139.82,220157.31,198024.50,22132.81,0.00,
Northeast,Weekly,"2020-10-18 00:00:00",Organic,1.600000000,279509.94,15055.72,24552.21,143.15,239758.86,222196.10,17547.53,15.23,
Northeast,Weekly,"2020-10-11 00:00:00",Organic,1.640000000,279796.79,15455.84,26400.52,713.07,237227.36,221459.43,15725.52,42.41,
"Northern New England",Weekly,"2020-11-01 00:00:00",Organic,1.570000000,24171.54,91.67,737.49,0.00,23342.38,13398.35,9944.03,0.00,
