Week,ASP*,Total Volume,4046,4225,4770,Total Bagged,Sml Bagged,Lrg Bagged,XLrg Bagged,region,type,year
3/1/2015,$0.97,32994014,13282223,13733124,1070576,4908091,4129139,725218,53734,TOTAL U.S.,Conventional,2015
2/22/2015,$1.02,29936730,12628562,11354282,937139,5016747,4336247,667149,13351,TOTAL U.S.,Conventional,2015
2/15/2015,$1.03,28012521,12626615,9783490,845654,4756763,4096226,648632,11904,TOTAL U.S.,Conventional,2015
2/8/2015,$0.95,32137333,13308193,13381348,737939,4709853,4022475,673454,13924,TOTAL U.S.,Conventional,2015
2/1/2015,$0.89,44655462,18933038,18956480,1381516,5384428,4216452,1121076,46899,TOTAL U.S.,Conventional,2015
1/25/2015,$1.04,28470311,12167445,10734653,768020,4800193,3978637,812925,8631,TOTAL U.S.,Conventional,2015
1/18/2015,$1.03,29043459,11858139,11701948,831302,4652070,3873041,771093,7935,TOTAL U.S.,Conventional,2015
1/11/2015,$1.01,29063543,11544811,12134773,866575,4517384,3783261,718334,15789,TOTAL U.S.,Conventional,2015
1/4/2015,$0.95,31324278,12357161,13624083,844093,4498940,3585322,894946,18673,TOTAL U.S.,Conventional,2015
12/27/2015,$1.33,64237,1037,54455,48,8697,8604,93,0,Albany,Conventional,2015
12/20/2015,$1.35,54877,674,44639,58,9506,9408,97,0,Albany,Conventional,2015
12/13/2015,$0.93,118220,795,109150,131,8145,8042,103,0,Albany,Conventional,2015
12/6/2015,$1.08,78992,1132,71976,73,5811,5677,134,0,Albany,Conventional,2015
11/29/2015,$1.28,51040,941,43838,76,6184,5986,198,0,Albany,Conventional,2015
11/22/2015,$1.26,55980,1184,48068,44,6684,6556,127,0,Albany,Conventional,2015
11/15/2015,$0.99,83454,1369,73673,93,8319,8197,122,0,Albany,Conventional,2015
11/8/2015,$0.98,109428,704,101815,80,6829,6267,562,0,Albany,Conventional,2015
11/1/2015,$1.02,99811,1022,87316,85,11388,11105,284,0,Albany,Conventional,2015
10/25/2015,$1.07,74339,842,64757,113,8626,8061,564,0,Albany,Conventional,2015
10/18/2015,$1.12,84843,925,75596,117,8206,7878,328,0,Albany,Conventional,2015
10/11/2015,$1.28,64489,1582,52678,105,10124,9866,258,0,Albany,Conventional,2015
10/4/2015,$1.31,61007,2268,49881,101,8757,8380,377,0,Albany,Conventional,2015
9/27/2015,$0.99,106803,1205,99409,155,6034,5889,146,0,Albany,Conventional,2015
9/20/2015,$1.33,69759,1028,59313,151,9267,8489,778,0,Albany,Conventional,2015
9/13/2015,$1.28,76111,986,65697,142,9287,8665,621,0,Albany,Conventional,2015
9/6/2015,$1.11,99173,879,90063,241,7990,7763,227,0,Albany,Conventional,2015
8/30/2015,$1.07,105694,689,94363,335,10307,10219,88,0,Albany,Conventional,2015
8/23/2015,$1.34,79992,733,67934,445,10880,10746,135,0,Albany,Conventional,2015
8/16/2015,$1.33,80044,540,68666,395,10443,10298,146,0,Albany,Conventional,2015
8/9/2015,$1.12,111141,585,100961,369,9226,9116,110,0,Albany,Conventional,2015
8/2/2015,$1.45,75133,510,62035,741,11847,11769,79,0,Albany,Conventional,2015
7/26/2015,$1.11,106757,649,91949,967,13193,13062,131,0,Albany,Conventional,2015
7/19/2015,$1.26,96617,1042,82049,2238,11287,11103,184,0,Albany,Conventional,2015
7/12/2015,$1.05,124055,672,94694,4258,24432,24290,108,33,Albany,Conventional,2015
7/5/2015,$1.35,109252,869,72601,5883,29899,29663,236,0,Albany,Conventional,2015
6/28/2015,$1.37,89535,664,57546,4663,26662,26312,350,0,Albany,Conventional,2015
6/21/2015,$1.27,104849,804,76689,5481,21876,21662,214,0,Albany,Conventional,2015
6/14/2015,$1.32,89631,851,55401,4377,29003,28343,659,0,Albany,Conventional,2015
6/7/2015,$1.07,122743,657,99221,90,22775,22315,460,0,Albany,Conventional,2015
5/31/2015,$1.23,95124,922,70470,51,23681,23222,459,0,Albany,Conventional,2015
5/24/2015,$1.19,101471,680,71377,59,29355,28762,593,0,Albany,Conventional,2015
5/17/2015,$1.43,109857,1151,81955,94,26657,26285,372,0,Albany,Conventional,2015
5/10/2015,$1.26,120428,1420,102001,186,16821,16536,286,0,Albany,Conventional,2015
5/3/2015,$1.20,59198,920,45490,217,12571,12202,369,0,Albany,Conventional,2015
4/26/2015,$1.22,49585,876,35842,90,12778,12077,702,0,Albany,Conventional,2015
4/19/2015,$1.19,49065,774,33942,47,14302,13603,699,0,Albany,Conventional,2015
4/12/2015,$1.13,48364,864,30374,22,17104,16438,666,0,Albany,Conventional,2015
4/5/2015,$1.16,47362,962,35578,94,10729,9869,756,104,Albany,Conventional,2015
3/29/2015,$1.02,67799,1402,58623,90,7684,7208,476,0,Albany,Conventional,2015
3/22/2015,$1.12,46347,2142,34314,142,9750,9253,497,0,Albany,Conventional,2015
3/15/2015,$1.11,43046,2128,30447,100,10371,9990,381,0,Albany,Conventional,2015
3/8/2015,$1.07,40507,796,30371,159,9182,8828,354,0,Albany,Conventional,2015
3/1/2015,$0.99,55596,629,45633,181,9151,8986,165,0,Albany,Conventional,2015
2/22/2015,$1.07,45675,1088,35056,151,9380,9000,379,0,Albany,Conventional,2015
2/15/2015,$1.06,41568,987,30046,222,10313,9980,333,0,Albany,Conventional,2015
2/8/2015,$0.99,51254,1357,39112,163,10622,10113,508,0,Albany,Conventional,2015
2/1/2015,$0.99,70874,1354,60017,179,9323,9171,152,0,Albany,Conventional,2015
1/25/2015,$1.06,45148,941,33196,164,10846,10103,742,0,Albany,Conventional,2015
1/18/2015,$1.17,44511,914,31540,136,11921,11651,270,0,Albany,Conventional,2015
1/11/2015,$1.24,41195,1003,31640,127,8425,8036,389,0,Albany,Conventional,2015
1/4/2015,$1.22,40873,2820,28287,50,9716,9187,530,0,Albany,Conventional,2015
12/27/2015,$0.99,386100,292097,27351,298,66354,48606,17748,0,Atlanta,Conventional,2015
12/20/2015,$1.08,331378,251774,20702,103,58798,46930,11868,0,Atlanta,Conventional,2015
12/13/2015,$0.96,417772,324932,31019,276,61545,38904,22628,14,Atlanta,Conventional,2015
12/6/2015,$1.07,357637,283024,23741,182,50690,37033,13655,3,Atlanta,Conventional,2015
11/29/2015,$0.99,333281,250289,28890,308,53795,33032,20739,24,Atlanta,Conventional,2015
11/22/2015,$1.00,356415,269799,29732,501,56382,36992,19390,0,Atlanta,Conventional,2015
11/15/2015,$1.13,339861,263916,28442,456,47046,33656,13390,0,Atlanta,Conventional,2015
11/8/2015,$1.12,334042,250441,34483,488,48629,35663,12941,25,Atlanta,Conventional,2015
11/1/2015,$0.99,419089,290458,62980,253,65398,39461,25929,8,Atlanta,Conventional,2015
10/25/2015,$1.09,358478,236814,64608,304,56751,31827,24925,0,Atlanta,Conventional,2015
10/18/2015,$1.09,349072,228710,59732,291,60339,36884,23455,0,Atlanta,Conventional,2015
10/11/2015,$0.95,433874,255933,91047,600,86294,41160,45134,0,Atlanta,Conventional,2015
10/4/2015,$0.96,418682,265797,92780,644,59460,14876,44585,0,Atlanta,Conventional,2015
9/27/2015,$1.07,370321,262107,61871,681,45662,20534,25126,3,Atlanta,Conventional,2015
9/20/2015,$0.93,516433,346119,82763,1349,86202,33698,52442,61,Atlanta,Conventional,2015
9/13/2015,$1.07,417232,278048,62486,715,75983,46290,29679,14,Atlanta,Conventional,2015
9/6/2015,$0.97,472137,303113,73676,911,94436,49834,44550,53,Atlanta,Conventional,2015
8/30/2015,$1.15,382973,275818,44839,1034,61281,47138,14113,31,Atlanta,Conventional,2015
8/23/2015,$1.12,379054,274462,46224,950,57418,45534,11884,0,Atlanta,Conventional,2015
8/16/2015,$1.09,465214,362580,41992,1425,59217,45068,14149,0,Atlanta,Conventional,2015
8/9/2015,$1.01,503792,385028,47040,4252,67472,45820,21568,83,Atlanta,Conventional,2015
8/2/2015,$1.15,405898,306588,41907,3515,53888,42126,11720,42,Atlanta,Conventional,2015
7/26/2015,$1.08,437378,335372,44087,708,57211,45114,12096,0,Atlanta,Conventional,2015
7/19/2015,$0.97,557213,446100,47838,1982,61292,45100,16193,0,Atlanta,Conventional,2015
7/12/2015,$1.14,407205,310080,37953,867,58304,46024,12280,0,Atlanta,Conventional,2015
7/5/2015,$1.01,562462,436378,54675,849,70560,50685,19851,25,Atlanta,Conventional,2015
6/28/2015,$1.13,435211,331353,37699,817,65342,52100,13108,134,Atlanta,Conventional,2015
6/21/2015,$0.99,554764,449311,30232,678,74542,55485,19011,47,Atlanta,Conventional,2015
6/14/2015,$1.10,465805,386371,17701,472,61261,48612,12578,71,Atlanta,Conventional,2015
6/7/2015,$0.99,551009,455566,22414,739,72290,50955,21330,5,Atlanta,Conventional,2015
5/31/2015,$1.10,454702,382901,19543,523,51735,40505,11200,30,Atlanta,Conventional,2015
5/24/2015,$0.96,623212,538127,27284,1261,56540,33867,22651,22,Atlanta,Conventional,2015
5/17/2015,$1.11,451251,386401,18619,839,45392,33710,11682,0,Atlanta,Conventional,2015
5/10/2015,$1.10,480071,413453,18861,1089,46668,34108,12560,0,Atlanta,Conventional,2015
5/3/2015,$1.00,634213,538403,28568,1060,66182,32521,33661,0,Atlanta,Conventional,2015
4/26/2015,$1.12,448597,387677,18366,1042,41512,31315,10197,0,Atlanta,Conventional,2015
4/19/2015,$1.12,430966,368710,18041,873,43343,29662,13681,0,Atlanta,Conventional,2015
4/12/2015,$0.99,451102,377578,22420,219,50884,25833,25051,0,Atlanta,Conventional,2015
4/5/2015,$1.04,383139,318473,19254,375,45037,28612,16290,135,Atlanta,Conventional,2015
3/29/2015,$1.11,365722,305029,16652,261,43780,29314,14466,0,Atlanta,Conventional,2015
3/22/2015,$1.00,479591,393591,23420,305,62275,40495,21767,13,Atlanta,Conventional,2015
3/15/2015,$1.12,399566,336172,16508,311,46575,34912,11626,38,Atlanta,Conventional,2015
3/8/2015,$1.10,420826,361559,15789,237,43241,33847,9394,0,Atlanta,Conventional,2015
3/1/2015,$0.99,512532,441544,21184,348,49457,32181,17273,3,Atlanta,Conventional,2015
2/22/2015,$1.10,431309,369316,18325,237,43430,33424,10006,0,Atlanta,Conventional,2015
2/15/2015,$1.06,427391,364447,17420,638,44886,26728,18158,0,Atlanta,Conventional,2015
2/8/2015,$1.03,433884,377256,17163,525,38940,18044,20896,0,Atlanta,Conventional,2015
2/1/2015,$0.96,636771,553199,31583,295,51694,10554,41141,0,Atlanta,Conventional,2015
1/25/2015,$1.10,449333,393408,18718,594,36612,13176,23436,0,Atlanta,Conventional,2015
1/18/2015,$1.11,431491,372237,18702,512,40040,16783,23258,0,Atlanta,Conventional,2015
1/11/2015,$1.11,397543,330411,18958,1135,47038,21310,25728,0,Atlanta,Conventional,2015
1/4/2015,$1.00,435021,364302,23821,82,46816,16707,30109,0,Atlanta,Conventional,2015
12/27/2015,$1.17,596819,40450,394104,17354,144911,142544,2367,0,Baltimore/Washington,Conventional,2015
12/20/2015,$1.11,642682,44741,434591,19112,144238,141752,2486,0,Baltimore/Washington,Conventional,2015
12/13/2015,$1.15,619509,44400,399852,24291,150966,149070,1896,0,Baltimore/Washington,Conventional,2015
12/6/2015,$1.04,649141,51129,453587,25760,118665,117113,1552,0,Baltimore/Washington,Conventional,2015
11/29/2015,$1.16,545800,41028,379156,20148,105468,103616,1852,0,Baltimore/Washington,Conventional,2015
11/22/2015,$1.12,572020,40868,386138,23343,121671,119008,2663,0,Baltimore/Washington,Conventional,2015
11/15/2015,$1.04,718330,47110,503470,37990,129760,125298,4463,0,Baltimore/Washington,Conventional,2015
11/8/2015,$1.05,830967,58579,576513,51035,144840,138778,6063,0,Baltimore/Washington,Conventional,2015
11/1/2015,$1.12,742221,51860,473819,58616,157926,152716,5209,0,Baltimore/Washington,Conventional,2015
10/25/2015,$1.19,656892,53766,397911,49086,156129,149988,6141,0,Baltimore/Washington,Conventional,2015
10/18/2015,$0.99,1005604,59122,745385,49171,151926,146421,5505,0,Baltimore/Washington,Conventional,2015
10/11/2015,$1.24,653560,34707,392009,58490,168354,163669,4685,0,Baltimore/Washington,Conventional,2015
10/4/2015,$1.28,657444,35342,407610,42258,172234,167495,4739,0,Baltimore/Washington,Conventional,2015
9/27/2015,$1.19,696282,34309,451061,59019,151893,146793,5100,0,Baltimore/Washington,Conventional,2015
9/20/2015,$1.17,709269,39620,450283,45336,174030,168890,5140,0,Baltimore/Washington,Conventional,2015
9/13/2015,$1.09,924994,55699,675524,42270,151500,145686,5814,0,Baltimore/Washington,Conventional,2015
9/6/2015,$1.18,823623,63904,522568,68180,168971,165697,3269,6,Baltimore/Washington,Conventional,2015
8/30/2015,$1.24,734721,48455,458207,42754,185304,181969,3159,177,Baltimore/Washington,Conventional,2015
8/23/2015,$1.16,783935,59242,499100,47216,178377,175047,3060,269,Baltimore/Washington,Conventional,2015
8/16/2015,$1.14,882755,86492,597185,43103,155975,153157,2797,22,Baltimore/Washington,Conventional,2015
8/9/2015,$1.16,821523,56363,557364,42934,164863,161565,3298,0,Baltimore/Washington,Conventional,2015
8/2/2015,$1.17,800603,53958,535167,44750,166729,163668,3061,0,Baltimore/Washington,Conventional,2015
7/26/2015,$1.20,772926,52746,496509,45011,178660,174775,3880,5,Baltimore/Washington,Conventional,2015
7/19/2015,$1.18,800194,52955,496206,50320,200713,196838,3862,13,Baltimore/Washington,Conventional,2015
7/12/2015,$1.10,850932,58828,547537,50679,193887,189236,4406,245,Baltimore/Washington,Conventional,2015
7/5/2015,$1.16,896299,66505,567641,56045,206109,200098,5891,120,Baltimore/Washington,Conventional,2015
6/28/2015,$1.15,862262,65052,534535,51110,211565,207378,4023,164,Baltimore/Washington,Conventional,2015
6/21/2015,$1.16,862841,58399,527867,51953,224623,220904,3488,230,Baltimore/Washington,Conventional,2015
6/14/2015,$1.09,955047,64005,593500,48345,249197,244982,3668,547,Baltimore/Washington,Conventional,2015
6/7/2015,$1.26,794310,62585,462951,43721,225053,221166,3626,261,Baltimore/Washington,Conventional,2015
5/31/2015,$1.19,949177,67745,617814,45833,217786,211787,5730,268,Baltimore/Washington,Conventional,2015
5/24/2015,$1.18,908662,63610,560740,49809,234503,228843,5549,111,Baltimore/Washington,Conventional,2015
5/17/2015,$1.27,790854,63515,455167,44841,227331,222163,5152,16,Baltimore/Washington,Conventional,2015
5/10/2015,$1.26,855206,79192,507104,44391,224519,215572,8947,0,Baltimore/Washington,Conventional,2015
5/3/2015,$1.17,896972,73038,536710,77537,209686,201874,7767,44,Baltimore/Washington,Conventional,2015
4/26/2015,$1.29,747841,58014,431533,39943,218352,212065,6184,103,Baltimore/Washington,Conventional,2015
4/19/2015,$1.28,762863,67487,427623,42125,225627,219886,5741,0,Baltimore/Washington,Conventional,2015
4/12/2015,$1.15,837630,70797,523170,42271,201392,196076,5316,0,Baltimore/Washington,Conventional,2015
4/5/2015,$1.29,688065,53579,401279,41867,191340,184109,6357,874,Baltimore/Washington,Conventional,2015
3/29/2015,$1.25,663677,58098,398051,43760,163769,158964,4805,0,Baltimore/Washington,Conventional,2015
3/22/2015,$1.10,808897,65159,524971,42381,176386,171700,4686,0,Baltimore/Washington,Conventional,2015
3/15/2015,$1.24,693698,53400,395837,46596,197865,193131,4734,0,Baltimore/Washington,Conventional,2015
3/8/2015,$1.26,657746,55285,367671,42268,192522,188374,4148,0,Baltimore/Washington,Conventional,2015
3/1/2015,$1.16,770115,59040,498873,40242,171961,168224,3737,0,Baltimore/Washington,Conventional,2015
2/22/2015,$1.11,749846,50501,445971,62612,190763,186977,3786,0,Baltimore/Washington,Conventional,2015
2/15/2015,$1.25,637319,49752,361677,45900,179990,174865,5125,0,Baltimore/Washington,Conventional,2015
2/8/2015,$1.09,844931,71704,554857,37437,180933,175771,5162,0,Baltimore/Washington,Conventional,2015
2/1/2015,$1.06,1007419,93167,666010,83652,164589,159917,4672,0,Baltimore/Washington,Conventional,2015
1/25/2015,$1.20,692934,49696,386399,39489,217351,209762,7589,0,Baltimore/Washington,Conventional,2015
1/18/2015,$1.23,657741,49947,393360,40576,173859,169391,4468,0,Baltimore/Washington,Conventional,2015
1/11/2015,$1.17,670232,51461,420838,42527,155407,151331,4076,0,Baltimore/Washington,Conventional,2015
1/4/2015,$1.08,788025,53987,552906,39995,141137,137146,3991,0,Baltimore/Washington,Conventional,2015
12/27/2015,$0.97,62910,30482,2972,5894,23561,23520,6,35,Boise,Conventional,2015
12/20/2015,$1.03,57504,25628,2546,7394,21936,21900,11,24,Boise,Conventional,2015
12/13/2015,$0.99,58461,27149,2986,6458,21868,21843,4,21,Boise,Conventional,2015
12/6/2015,$0.71,95295,35591,12527,4086,43092,42735,0,357,Boise,Conventional,2015
11/29/2015,$1.06,49069,24190,2790,6031,16058,15861,0,197,Boise,Conventional,2015
11/22/2015,$1.09,52876,25409,3256,6663,17548,17531,4,13,Boise,Conventional,2015
11/15/2015,$1.01,68648,24425,12086,6502,25635,25200,9,427,Boise,Conventional,2015
11/8/2015,$1.11,55848,31910,4652,6286,13000,12778,120,102,Boise,Conventional,2015
11/1/2015,$1.14,53586,30435,4360,6428,12363,12332,0,31,Boise,Conventional,2015
10/25/2015,$1.11,59874,29522,10090,6552,13711,13661,0,51,Boise,Conventional,2015
10/18/2015,$1.16,54191,29614,9069,6586,8921,8918,0,3,Boise,Conventional,2015
10/11/2015,$0.94,80904,26114,33416,7604,13770,13543,185,41,Boise,Conventional,2015
10/4/2015,$1.12,59496,35154,10822,7552,5968,5462,505,2,Boise,Conventional,2015
9/27/2015,$0.99,64188,47007,5754,3663,7763,7597,160,6,Boise,Conventional,2015
9/20/2015,$1.03,73953,34827,21592,6640,10894,10601,273,19,Boise,Conventional,2015
9/13/2015,$1.08,64209,45739,4394,6593,7483,7483,0,0,Boise,Conventional,2015
9/6/2015,$1.16,64465,44135,5402,7992,6936,6934,0,2,Boise,Conventional,2015
8/30/2015,$1.19,60100,40927,5810,7923,5441,5441,0,0,Boise,Conventional,2015
8/23/2015,$1.05,70774,44059,14861,4433,7420,7420,0,0,Boise,Conventional,2015
8/16/2015,$1.12,64002,46189,5258,6457,6097,6091,0,6,Boise,Conventional,2015
8/9/2015,$1.10,61287,44740,5034,3931,7582,7569,13,0,Boise,Conventional,2015
8/2/2015,$1.07,67764,51151,5141,5435,6036,5988,49,0,Boise,Conventional,2015
7/26/2015,$1.07,67826,50978,4856,5480,6512,6358,154,0,Boise,Conventional,2015
7/19/2015,$1.09,63958,45922,5300,5565,7171,6354,817,0,Boise,Conventional,2015
7/12/2015,$1.05,74678,51829,5803,7474,9572,8335,1237,0,Boise,Conventional,2015
7/5/2015,$1.15,85044,61950,8022,8435,6638,6557,81,0,Boise,Conventional,2015
6/28/2015,$1.04,75280,59111,6573,3975,5621,5619,0,2,Boise,Conventional,2015
6/21/2015,$1.06,81397,52790,15445,5876,7286,7022,0,265,Boise,Conventional,2015
6/14/2015,$0.99,87608,58791,17880,3136,7800,7800,0,0,Boise,Conventional,2015
6/7/2015,$1.12,80751,61245,7238,6656,5613,5604,9,0,Boise,Conventional,2015
5/31/2015,$0.97,76689,57374,7421,4028,7866,7860,6,0,Boise,Conventional,2015
5/24/2015,$1.03,83210,54826,14839,6037,7507,7470,0,38,Boise,Conventional,2015
5/17/2015,$0.96,77988,61320,7394,2920,6354,6346,0,8,Boise,Conventional,2015
5/10/2015,$1.06,95789,62505,15897,7891,9496,9453,0,42,Boise,Conventional,2015
5/3/2015,$1.00,85467,66880,7942,4290,6355,6350,0,5,Boise,Conventional,2015
4/26/2015,$0.96,88111,69545,7985,3402,7179,7175,0,5,Boise,Conventional,2015
4/19/2015,$0.99,89695,56844,21631,3260,7960,7954,0,6,Boise,Conventional,2015
4/12/2015,$1.19,66246,44469,8506,7523,5748,5748,0,0,Boise,Conventional,2015
4/5/2015,$1.09,76704,57340,9060,3790,6514,6511,0,3,Boise,Conventional,2015
3/29/2015,$0.98,74544,59533,7120,3102,4790,4790,0,0,Boise,Conventional,2015
3/22/2015,$1.17,61419,44227,6590,7290,3312,3312,0,0,Boise,Conventional,2015
3/15/2015,$1.00,65918,51472,7018,2982,4446,4446,0,0,Boise,Conventional,2015
3/8/2015,$1.14,65350,45880,7206,7404,4860,4860,0,0,Boise,Conventional,2015
3/1/2015,$1.06,75046,40578,23739,3492,7238,6479,759,0,Boise,Conventional,2015
2/22/2015,$0.99,76836,50872,16375,2122,7467,7235,232,0,Boise,Conventional,2015
2/15/2015,$1.14,61222,41548,7840,6493,5341,3648,1693,0,Boise,Conventional,2015
2/8/2015,$1.07,69971,54229,9647,3047,3047,1373,1674,0,Boise,Conventional,2015
2/1/2015,$0.91,113578,67496,36532,2905,6645,4867,1778,0,Boise,Conventional,2015
1/25/2015,$1.03,66069,51922,7556,2061,4530,2010,2521,0,Boise,Conventional,2015
1/18/2015,$1.08,62870,50355,6342,2257,3916,1119,2797,0,Boise,Conventional,2015
1/11/2015,$1.18,57356,38112,10998,3322,4924,3295,1629,0,Boise,Conventional,2015
1/4/2015,$1.01,80034,44562,24964,2752,7756,6064,1691,0,Boise,Conventional,2015
12/27/2015,$1.13,450816,3886,346965,13953,86013,85914,99,0,Boston,Conventional,2015
12/20/2015,$1.07,489803,4912,390101,5888,88902,88768,133,0,Boston,Conventional,2015
12/13/2015,$1.01,549946,4641,455362,219,89723,89523,200,0,Boston,Conventional,2015
12/6/2015,$1.02,488679,5126,407520,143,75890,75666,224,0,Boston,Conventional,2015
11/29/2015,$1.19,350560,3609,272719,106,74126,73865,261,0,Boston,Conventional,2015
11/22/2015,$1.07,466760,4458,383420,234,78648,78162,486,0,Boston,Conventional,2015
11/15/2015,$1.05,513739,5310,420937,140,87352,85604,1748,0,Boston,Conventional,2015
11/8/2015,$1.04,641760,5304,542881,232,93343,88265,5078,0,Boston,Conventional,2015
11/1/2015,$1.06,553097,4886,449532,170,98508,93443,5065,0,Boston,Conventional,2015
10/25/2015,$1.02,534249,4005,430726,191,99327,94582,4745,0,Boston,Conventional,2015
10/18/2015,$0.94,725296,6410,627504,333,91050,86046,5003,0,Boston,Conventional,2015
10/11/2015,$1.14,485707,5146,378296,355,101910,97513,4397,0,Boston,Conventional,2015
10/4/2015,$1.07,536479,5804,427359,278,103039,97207,5831,0,Boston,Conventional,2015
9/27/2015,$1.07,553307,5211,463080,289,84727,82124,2603,0,Boston,Conventional,2015
9/20/2015,$1.15,498640,4377,398673,418,95172,91613,3559,0,Boston,Conventional,2015
9/13/2015,$1.03,655683,5422,560792,354,89115,84844,4271,0,Boston,Conventional,2015
9/6/2015,$1.11,577775,4237,477868,497,95173,94558,614,0,Boston,Conventional,2015
