Week,ASP*,Total Volume,4046,4225,4770,Total Bagged,Sml Bagged,Lrg Bagged,XLrg Bagged,region,type,year
5/31/2015,$1.27,419159,296764,35493,58,86844,61103,25741,0,Miami/Ft. Lauderdale,Conventional,2015
5/24/2015,$1.01,757305,571149,62990,73,123093,62452,60642,0,Miami/Ft. Lauderdale,Conventional,2015
5/17/2015,$1.24,450603,323238,36762,136,90467,64400,26066,0,Miami/Ft. Lauderdale,Conventional,2015
5/10/2015,$1.28,435547,315524,37151,58,82813,60377,22437,0,Miami/Ft. Lauderdale,Conventional,2015
5/3/2015,$0.98,917425,690389,81078,36,145921,68322,77202,397,Miami/Ft. Lauderdale,Conventional,2015
4/26/2015,$1.25,476017,341781,41476,120,92640,63701,28443,496,Miami/Ft. Lauderdale,Conventional,2015
4/19/2015,$1.23,434025,306881,38959,41,88144,58121,30023,0,Miami/Ft. Lauderdale,Conventional,2015
4/12/2015,$1.00,692570,525433,63130,60,103947,47628,56319,0,Miami/Ft. Lauderdale,Conventional,2015
4/5/2015,$1.11,510739,370549,48767,91,91331,49707,41286,338,Miami/Ft. Lauderdale,Conventional,2015
3/29/2015,$1.25,370066,261046,32977,87,75956,47570,28386,0,Miami/Ft. Lauderdale,Conventional,2015
3/22/2015,$0.97,642934,480064,58232,165,104472,51350,53122,0,Miami/Ft. Lauderdale,Conventional,2015
3/15/2015,$1.33,371716,272270,35375,146,63925,38985,24940,0,Miami/Ft. Lauderdale,Conventional,2015
3/8/2015,$1.30,356312,253964,32889,63,69396,47347,22050,0,Miami/Ft. Lauderdale,Conventional,2015
3/1/2015,$1.01,647014,484616,60308,42,102049,45516,56533,0,Miami/Ft. Lauderdale,Conventional,2015
2/22/2015,$1.24,369820,256141,35033,68,78579,51870,26708,0,Miami/Ft. Lauderdale,Conventional,2015
2/15/2015,$1.29,353521,243992,34942,77,74510,38772,35738,0,Miami/Ft. Lauderdale,Conventional,2015
2/8/2015,$1.25,348211,249833,35897,35,62445,36165,26280,0,Miami/Ft. Lauderdale,Conventional,2015
2/1/2015,$0.95,753301,566917,74533,82,111769,48097,63672,0,Miami/Ft. Lauderdale,Conventional,2015
1/25/2015,$1.27,398056,289949,41120,66,66921,35280,31641,0,Miami/Ft. Lauderdale,Conventional,2015
1/18/2015,$1.30,405138,285204,42799,43,77092,41312,35780,0,Miami/Ft. Lauderdale,Conventional,2015
1/11/2015,$1.28,342797,242922,36044,39,63792,35070,28723,0,Miami/Ft. Lauderdale,Conventional,2015
1/4/2015,$0.97,540234,398670,54844,39,86681,38505,48176,0,Miami/Ft. Lauderdale,Conventional,2015
12/27/2015,$1.05,2065131,435246,1022862,103812,503211,464119,35717,3375,MIDSOUTH,Conventional,2015
12/20/2015,$1.05,2044021,446433,1024405,96387,476795,434534,38523,3738,MIDSOUTH,Conventional,2015
12/13/2015,$1.03,2193143,515064,1060754,113979,503346,445275,57240,832,MIDSOUTH,Conventional,2015
12/6/2015,$1.00,2233138,507202,1154808,133317,437811,377999,57794,2018,MIDSOUTH,Conventional,2015
11/29/2015,$1.05,1845443,417849,939039,101740,386816,344831,40739,1246,MIDSOUTH,Conventional,2015
11/22/2015,$1.06,1903245,422437,955973,117353,407482,364156,41724,1601,MIDSOUTH,Conventional,2015
11/15/2015,$1.02,2355839,470483,1302220,168587,414550,373075,40843,631,MIDSOUTH,Conventional,2015
11/8/2015,$1.04,2503008,568612,1248271,228267,457858,402489,52181,3188,MIDSOUTH,Conventional,2015
11/1/2015,$1.08,2511760,549090,1188243,260946,513482,429082,81904,2495,MIDSOUTH,Conventional,2015
10/25/2015,$1.13,2188485,522061,980865,211478,474081,417038,55816,1227,MIDSOUTH,Conventional,2015
10/18/2015,$1.05,2783170,555583,1537197,215609,474781,423534,50778,469,MIDSOUTH,Conventional,2015
10/11/2015,$1.13,2329758,469059,1057488,277954,525256,455593,68092,1571,MIDSOUTH,Conventional,2015
10/4/2015,$1.18,2233936,467701,1070892,194004,501339,438547,61455,1337,MIDSOUTH,Conventional,2015
9/27/2015,$1.11,2390611,479660,1206766,274903,429281,383854,43807,1620,MIDSOUTH,Conventional,2015
9/20/2015,$1.13,2447265,555127,1122684,208538,560916,479718,76794,4404,MIDSOUTH,Conventional,2015
9/13/2015,$1.09,2814803,574793,1444402,182703,612906,548306,61850,2749,MIDSOUTH,Conventional,2015
9/6/2015,$1.08,3013826,564494,1458691,314498,676143,598816,75570,1757,MIDSOUTH,Conventional,2015
8/30/2015,$1.18,2535193,516825,1161145,196951,660271,620019,36845,3407,MIDSOUTH,Conventional,2015
8/23/2015,$1.12,2765838,571553,1286342,210164,697779,654945,41707,1126,MIDSOUTH,Conventional,2015
8/16/2015,$1.14,2823405,627950,1355610,222563,617282,577210,36597,3474,MIDSOUTH,Conventional,2015
8/9/2015,$1.15,2710710,531461,1328249,203933,647068,597062,48070,1937,MIDSOUTH,Conventional,2015
8/2/2015,$1.14,2752082,532288,1359711,208420,651663,604228,46005,1431,MIDSOUTH,Conventional,2015
7/26/2015,$1.15,2664424,531730,1239354,199553,693787,638982,53809,996,MIDSOUTH,Conventional,2015
7/19/2015,$1.14,2751193,569217,1234664,218258,729054,685066,41647,2341,MIDSOUTH,Conventional,2015
7/12/2015,$1.13,2783555,532046,1337981,205774,707754,662158,44653,943,MIDSOUTH,Conventional,2015
7/5/2015,$1.13,3183420,632989,1545460,232975,771995,717655,53155,1186,MIDSOUTH,Conventional,2015
6/28/2015,$1.14,2835630,534709,1324231,215752,760938,722277,37287,1373,MIDSOUTH,Conventional,2015
6/21/2015,$1.13,2979418,601783,1363070,215613,798952,750254,45537,3161,MIDSOUTH,Conventional,2015
6/14/2015,$1.09,3173051,653441,1484201,206160,829250,786795,40770,1685,MIDSOUTH,Conventional,2015
6/7/2015,$1.14,2918299,724316,1217522,200001,776459,717859,56141,2458,MIDSOUTH,Conventional,2015
5/31/2015,$1.14,3039403,734816,1377202,207709,719676,661788,56794,1094,MIDSOUTH,Conventional,2015
5/24/2015,$1.14,3119051,719874,1431142,231745,736290,679538,55107,1645,MIDSOUTH,Conventional,2015
5/17/2015,$1.18,2817008,698402,1201257,203616,713734,667223,44437,2074,MIDSOUTH,Conventional,2015
5/10/2015,$1.17,2956859,721936,1299999,190756,744169,679213,64322,634,MIDSOUTH,Conventional,2015
5/3/2015,$1.07,3410468,793990,1557507,364284,694687,624534,68905,1248,MIDSOUTH,Conventional,2015
4/26/2015,$1.20,2699615,698129,1125853,192090,683543,642967,39078,1497,MIDSOUTH,Conventional,2015
4/19/2015,$1.18,2711008,654378,1125461,190006,741163,701806,37168,2190,MIDSOUTH,Conventional,2015
4/12/2015,$1.13,2829417,665283,1298472,185692,679969,635124,44746,99,MIDSOUTH,Conventional,2015
4/5/2015,$1.19,2519677,617567,1066609,183654,651848,607924,42910,1014,MIDSOUTH,Conventional,2015
3/29/2015,$1.18,2523110,576474,1160794,203058,582784,547007,35421,356,MIDSOUTH,Conventional,2015
3/22/2015,$1.11,2779013,681261,1282053,197574,618124,560370,53741,4013,MIDSOUTH,Conventional,2015
3/15/2015,$1.19,2462108,570577,1066471,210235,614826,578104,34642,2080,MIDSOUTH,Conventional,2015
3/8/2015,$1.21,2297509,545691,949015,179824,622979,588931,33275,773,MIDSOUTH,Conventional,2015
3/1/2015,$1.14,2538982,620672,1151354,182873,584082,543841,37012,3229,MIDSOUTH,Conventional,2015
2/22/2015,$1.10,2720347,632670,1209150,295228,583298,535974,46784,541,MIDSOUTH,Conventional,2015
2/15/2015,$1.17,2420829,634266,982380,206500,597683,515933,81139,611,MIDSOUTH,Conventional,2015
2/8/2015,$1.06,2734007,732854,1222160,159492,619502,543232,75649,621,MIDSOUTH,Conventional,2015
2/1/2015,$0.99,3668038,888523,1798505,388259,592751,464442,125798,2510,MIDSOUTH,Conventional,2015
1/25/2015,$1.15,2480821,566436,1077631,164873,671880,572717,99143,20,MIDSOUTH,Conventional,2015
1/18/2015,$1.19,2330829,530334,1045425,186028,569043,478771,90214,58,MIDSOUTH,Conventional,2015
1/11/2015,$1.17,2335986,560119,1032606,191515,551745,465765,85966,14,MIDSOUTH,Conventional,2015
1/4/2015,$1.10,2578275,575245,1311503,181059,510469,429167,80987,315,MIDSOUTH,Conventional,2015
12/27/2015,$0.96,123670,79509,8706,4748,30707,23563,7140,3,Nashville,Conventional,2015
12/20/2015,$0.99,127374,87309,7416,4357,28292,23562,4722,8,Nashville,Conventional,2015
12/13/2015,$0.91,153426,103097,11175,6146,33007,23066,9807,135,Nashville,Conventional,2015
12/6/2015,$1.00,130989,88034,9656,5448,27852,22957,4797,98,Nashville,Conventional,2015
11/29/2015,$0.95,119920,77155,9407,5435,27922,20471,7441,10,Nashville,Conventional,2015
11/22/2015,$0.96,127166,79961,10083,5985,31136,23717,7157,262,Nashville,Conventional,2015
11/15/2015,$1.04,124671,77511,11869,5904,29388,24127,5261,0,Nashville,Conventional,2015
11/8/2015,$1.03,135506,87958,11807,4873,30867,25642,5225,0,Nashville,Conventional,2015
11/1/2015,$0.94,159318,97774,20103,5054,36387,24437,11950,0,Nashville,Conventional,2015
10/25/2015,$0.91,148660,89992,20511,4334,33823,25000,8823,0,Nashville,Conventional,2015
10/18/2015,$0.91,182648,114108,29077,6047,33416,23996,9420,0,Nashville,Conventional,2015
10/11/2015,$0.96,167656,83621,35428,7009,41597,23794,17803,0,Nashville,Conventional,2015
10/4/2015,$0.96,157490,78331,30106,6363,42689,26268,16376,45,Nashville,Conventional,2015
9/27/2015,$1.04,160548,93382,25445,6808,34913,25432,9436,45,Nashville,Conventional,2015
9/20/2015,$0.95,197650,108519,32479,9287,47365,27175,19540,650,Nashville,Conventional,2015
9/13/2015,$1.05,154622,76424,25095,9786,43316,31984,11023,309,Nashville,Conventional,2015
9/6/2015,$0.97,175978,92989,30511,9639,42839,27102,15494,243,Nashville,Conventional,2015
8/30/2015,$1.09,142154,82767,21072,7913,30401,24582,5820,0,Nashville,Conventional,2015
8/23/2015,$0.97,171575,112284,19284,10061,29946,25634,4312,0,Nashville,Conventional,2015
8/16/2015,$0.96,187310,126796,18393,13672,28448,22867,5354,227,Nashville,Conventional,2015
8/9/2015,$0.98,176410,105537,20560,10196,40116,30602,8883,631,Nashville,Conventional,2015
8/2/2015,$1.08,151807,87160,19863,9366,35417,30724,4552,141,Nashville,Conventional,2015
7/26/2015,$1.07,149263,85387,19400,9807,34669,29924,4703,42,Nashville,Conventional,2015
7/19/2015,$0.98,186259,113404,19372,9568,43915,34878,8680,357,Nashville,Conventional,2015
7/12/2015,$1.09,152992,90781,17435,9746,35030,29736,5172,121,Nashville,Conventional,2015
7/5/2015,$0.97,201798,121473,25125,10804,44395,35734,8482,179,Nashville,Conventional,2015
6/28/2015,$1.06,159982,90882,19436,8298,41366,36900,3663,803,Nashville,Conventional,2015
6/21/2015,$0.96,188763,111226,17917,8103,51516,41015,9726,776,Nashville,Conventional,2015
6/14/2015,$1.03,172302,103390,17224,7011,44678,38948,5730,0,Nashville,Conventional,2015
6/7/2015,$0.96,189470,128294,10386,10508,40283,31059,8944,279,Nashville,Conventional,2015
5/31/2015,$1.04,166214,117285,8352,11839,28738,24244,4413,81,Nashville,Conventional,2015
5/24/2015,$0.98,194991,140922,9349,14228,30492,22090,7942,459,Nashville,Conventional,2015
5/17/2015,$1.07,149400,100832,8162,10853,29553,25236,4310,8,Nashville,Conventional,2015
5/10/2015,$1.07,165727,114337,9080,13933,28378,23620,4407,351,Nashville,Conventional,2015
5/3/2015,$0.98,222813,159792,13149,16219,33653,23217,10437,0,Nashville,Conventional,2015
4/26/2015,$1.08,166557,117295,8600,15685,24977,21481,3496,0,Nashville,Conventional,2015
4/19/2015,$1.11,140649,91538,7599,12378,29135,22423,6713,0,Nashville,Conventional,2015
4/12/2015,$1.00,158490,111682,9659,12738,24411,14354,10058,0,Nashville,Conventional,2015
4/5/2015,$1.06,155074,104270,8267,14142,28395,21583,6812,0,Nashville,Conventional,2015
3/29/2015,$1.07,151301,102825,8307,14080,26090,19541,6549,0,Nashville,Conventional,2015
3/22/2015,$1.01,173980,122204,9195,13156,29425,22501,6834,90,Nashville,Conventional,2015
3/15/2015,$1.08,131054,86391,6822,11458,26383,21886,3382,1115,Nashville,Conventional,2015
3/8/2015,$1.08,149239,104188,7724,10814,26514,22959,3556,0,Nashville,Conventional,2015
3/1/2015,$0.99,169424,121800,9713,10895,27016,20733,6154,130,Nashville,Conventional,2015
2/22/2015,$1.05,148164,101095,10053,13694,23322,20672,2645,5,Nashville,Conventional,2015
2/15/2015,$1.03,153852,109048,9817,11086,23901,21186,2715,0,Nashville,Conventional,2015
2/8/2015,$0.94,171749,125786,8120,9718,28126,25897,2229,0,Nashville,Conventional,2015
2/1/2015,$0.94,221471,160835,13446,17578,29613,23898,5715,0,Nashville,Conventional,2015
1/25/2015,$1.07,140855,95429,8372,11082,25973,24183,1790,0,Nashville,Conventional,2015
1/18/2015,$1.08,143465,97216,8424,12188,25637,23521,2116,0,Nashville,Conventional,2015
1/11/2015,$1.07,149832,103823,9099,11666,25245,22479,2766,0,Nashville,Conventional,2015
1/4/2015,$1.00,162163,113866,11084,11699,25514,19681,5612,222,Nashville,Conventional,2015
12/27/2015,$0.91,187664,105571,18656,285,63153,53909,9225,20,New Orleans/Mobile,Conventional,2015
12/20/2015,$0.92,191937,110267,18630,256,62784,57101,5619,64,New Orleans/Mobile,Conventional,2015
12/13/2015,$0.86,204217,119689,31214,438,52876,44565,8311,0,New Orleans/Mobile,Conventional,2015
12/6/2015,$0.94,185395,117855,21553,325,45662,41823,3840,0,New Orleans/Mobile,Conventional,2015
11/29/2015,$0.90,175834,96663,23573,299,55299,49172,6127,0,New Orleans/Mobile,Conventional,2015
11/22/2015,$0.94,192075,112639,18823,389,60225,53792,6427,6,New Orleans/Mobile,Conventional,2015
11/15/2015,$0.98,195780,113571,21747,335,60127,56099,4028,0,New Orleans/Mobile,Conventional,2015
11/8/2015,$0.96,197714,122266,21553,692,53203,49207,3996,0,New Orleans/Mobile,Conventional,2015
11/1/2015,$0.97,204738,129684,16060,486,58508,50414,8082,12,New Orleans/Mobile,Conventional,2015
10/25/2015,$1.01,191181,117736,17517,647,55281,51959,3322,0,New Orleans/Mobile,Conventional,2015
10/18/2015,$1.02,206563,124894,18241,1004,62424,58060,4364,0,New Orleans/Mobile,Conventional,2015
10/11/2015,$1.00,217777,135770,16126,1156,64726,56426,8294,6,New Orleans/Mobile,Conventional,2015
10/4/2015,$1.00,222488,133196,20602,1172,67519,59907,7612,0,New Orleans/Mobile,Conventional,2015
9/27/2015,$1.06,199908,123529,17616,1516,57247,53116,4132,0,New Orleans/Mobile,Conventional,2015
9/20/2015,$1.00,224017,135004,24187,1609,63218,56902,6310,6,New Orleans/Mobile,Conventional,2015
9/13/2015,$1.02,219776,140510,18107,1714,59446,54335,5111,0,New Orleans/Mobile,Conventional,2015
9/6/2015,$0.99,248355,155273,18010,2204,72867,64673,8194,0,New Orleans/Mobile,Conventional,2015
8/30/2015,$1.03,234308,144652,14747,2416,72493,68104,4377,12,New Orleans/Mobile,Conventional,2015
8/23/2015,$1.04,240561,152248,18688,2887,66739,61778,4943,18,New Orleans/Mobile,Conventional,2015
8/16/2015,$1.04,253159,151209,16682,7406,77863,72976,4844,42,New Orleans/Mobile,Conventional,2015
8/9/2015,$1.00,272465,171948,10121,11932,78463,71332,7130,0,New Orleans/Mobile,Conventional,2015
8/2/2015,$1.04,248671,157656,8026,11763,71226,66186,5016,24,New Orleans/Mobile,Conventional,2015
7/26/2015,$1.03,258960,171673,10443,12344,64500,61570,2930,0,New Orleans/Mobile,Conventional,2015
7/19/2015,$0.98,258559,167068,8931,11720,70840,62702,8132,6,New Orleans/Mobile,Conventional,2015
7/12/2015,$1.05,239909,149306,11069,11822,67711,62706,5000,6,New Orleans/Mobile,Conventional,2015
7/5/2015,$1.01,297481,185226,9202,15051,88003,81157,6840,6,New Orleans/Mobile,Conventional,2015
6/28/2015,$1.03,261199,163194,10738,8080,79188,75120,4043,24,New Orleans/Mobile,Conventional,2015
6/21/2015,$0.93,293735,182416,8804,7162,95353,86878,8475,0,New Orleans/Mobile,Conventional,2015
6/14/2015,$1.02,262250,166072,10920,269,84989,80571,4418,0,New Orleans/Mobile,Conventional,2015
6/7/2015,$0.99,288860,186503,8769,297,93290,85388,7902,0,New Orleans/Mobile,Conventional,2015
5/31/2015,$1.04,245294,164856,8537,319,71581,67112,4469,0,New Orleans/Mobile,Conventional,2015
5/24/2015,$1.03,265237,175841,10463,235,78698,71636,7062,0,New Orleans/Mobile,Conventional,2015
5/17/2015,$0.96,257403,172610,9661,262,74870,69920,4950,0,New Orleans/Mobile,Conventional,2015
5/10/2015,$1.05,256292,176480,7960,321,71531,67176,4354,0,New Orleans/Mobile,Conventional,2015
5/3/2015,$0.93,308656,204610,13134,300,90613,81128,9485,0,New Orleans/Mobile,Conventional,2015
4/26/2015,$0.96,265740,179544,9195,288,76713,72728,3985,0,New Orleans/Mobile,Conventional,2015
4/19/2015,$0.93,263487,172951,12172,373,77991,74117,3873,0,New Orleans/Mobile,Conventional,2015
4/12/2015,$0.97,235710,168050,7155,294,60210,53843,6367,0,New Orleans/Mobile,Conventional,2015
4/5/2015,$0.99,237822,166893,7767,250,62912,57555,5168,189,New Orleans/Mobile,Conventional,2015
3/29/2015,$0.97,237188,161510,9473,78,66128,62564,3564,0,New Orleans/Mobile,Conventional,2015
3/22/2015,$0.90,282494,196325,8986,179,77004,68627,8377,0,New Orleans/Mobile,Conventional,2015
3/15/2015,$1.09,233696,159683,11363,184,62466,58352,4114,0,New Orleans/Mobile,Conventional,2015
3/8/2015,$1.06,248274,163008,12379,270,72617,69336,3281,0,New Orleans/Mobile,Conventional,2015
3/1/2015,$1.08,224752,138924,16230,385,69213,62741,6473,0,New Orleans/Mobile,Conventional,2015
2/22/2015,$0.92,256175,178793,10820,347,66215,62874,3341,0,New Orleans/Mobile,Conventional,2015
2/15/2015,$1.02,230069,155289,11864,253,62664,60468,2195,0,New Orleans/Mobile,Conventional,2015
2/8/2015,$0.93,242065,169656,8648,203,63558,61346,2213,0,New Orleans/Mobile,Conventional,2015
2/1/2015,$0.81,367712,271076,11861,426,84349,76463,7886,0,New Orleans/Mobile,Conventional,2015
1/25/2015,$0.94,271448,188799,12772,353,69525,66086,3439,0,New Orleans/Mobile,Conventional,2015
1/18/2015,$1.03,267666,179991,23263,214,64198,61303,2895,0,New Orleans/Mobile,Conventional,2015
1/11/2015,$0.97,239232,165505,10681,232,62815,59594,3221,0,New Orleans/Mobile,Conventional,2015
1/4/2015,$0.94,222752,148384,14086,219,60063,54422,5641,0,New Orleans/Mobile,Conventional,2015
12/27/2015,$1.17,1129876,13711,872604,895,242667,208471,34191,4,New York,Conventional,2015
12/20/2015,$1.23,1139348,13998,867407,804,257139,212615,44524,0,New York,Conventional,2015
12/13/2015,$1.12,1254805,15990,975505,1658,261652,222447,39206,0,New York,Conventional,2015
12/6/2015,$1.20,1068972,15730,887708,893,164641,136643,27998,0,New York,Conventional,2015
11/29/2015,$1.16,999170,13652,814572,864,170082,139509,30573,0,New York,Conventional,2015
11/22/2015,$1.14,1111803,15005,905344,1228,190226,156661,33559,7,New York,Conventional,2015
11/15/2015,$1.04,1357393,23670,1107466,930,225328,196060,29268,0,New York,Conventional,2015
11/8/2015,$1.13,1406262,20146,1097994,754,287368,198024,89344,0,New York,Conventional,2015
11/1/2015,$1.06,2180520,24198,1916955,1227,238141,183727,54399,15,New York,Conventional,2015
10/25/2015,$1.23,1048046,18036,790163,541,239306,192750,46555,0,New York,Conventional,2015
10/18/2015,$0.97,1856338,23874,1598365,1173,232926,181855,51069,2,New York,Conventional,2015
10/11/2015,$1.28,1099283,14859,792684,721,291019,214209,76810,0,New York,Conventional,2015
10/4/2015,$1.26,1342963,19623,1060769,1078,261493,208106,53387,0,New York,Conventional,2015
9/27/2015,$1.16,1201066,15449,941113,984,243521,185973,57548,0,New York,Conventional,2015
9/20/2015,$1.18,1192211,16098,913023,801,262288,214317,47971,0,New York,Conventional,2015
9/13/2015,$1.16,1479335,20526,1208256,1030,249522,181278,68237,7,New York,Conventional,2015
9/6/2015,$1.22,1340926,19894,1074698,1295,245037,201210,43820,7,New York,Conventional,2015
8/30/2015,$1.22,1251081,18628,982356,1531,248566,208605,39873,89,New York,Conventional,2015
8/23/2015,$1.10,1477964,22589,1222688,822,231864,197250,34604,11,New York,Conventional,2015
8/16/2015,$1.14,1535981,19663,1291206,1728,223384,188594,34788,2,New York,Conventional,2015
8/9/2015,$1.10,1563915,23326,1290583,976,249029,218716,30314,0,New York,Conventional,2015
8/2/2015,$1.14,1458723,21769,1184265,1331,251358,216694,34665,0,New York,Conventional,2015
7/26/2015,$1.28,1211731,19228,910717,1322,280465,233875,46590,0,New York,Conventional,2015
7/19/2015,$1.37,1251919,20811,923816,2324,304968,256582,48382,4,New York,Conventional,2015
7/12/2015,$1.27,1338282,22742,956051,5130,354359,306200,47542,617,New York,Conventional,2015
7/5/2015,$1.18,1666826,23948,1290777,5471,346631,278911,67626,94,New York,Conventional,2015
6/28/2015,$1.36,1284789,17715,917011,3347,346716,266450,80224,42,New York,Conventional,2015
6/21/2015,$1.28,1667026,18711,1312242,5159,330913,287711,43148,55,New York,Conventional,2015
6/14/2015,$1.32,1363134,23161,931945,3548,404480,323081,81281,118,New York,Conventional,2015
6/7/2015,$1.32,1731061,24735,1347903,2236,356188,296940,59172,76,New York,Conventional,2015
5/31/2015,$1.43,1493219,24959,1077663,1369,389228,322140,67078,10,New York,Conventional,2015
5/24/2015,$1.37,1515023,21742,1103695,1724,387862,322563,65288,10,New York,Conventional,2015
5/17/2015,$1.43,1255553,21866,871213,1648,360825,300934,59891,0,New York,Conventional,2015
5/10/2015,$1.22,2118594,27734,1711900,4591,374369,316975,57394,0,New York,Conventional,2015
5/3/2015,$1.32,1679103,23447,1317970,4554,333132,257688,74835,608,New York,Conventional,2015
4/26/2015,$1.44,1295590,20400,932216,2618,340355,246377,93488,490,New York,Conventional,2015
4/19/2015,$1.42,1332515,20252,927146,2367,382750,278785,103965,0,New York,Conventional,2015
4/12/2015,$1.43,1084408,18928,764676,1846,298957,239070,59887,0,New York,Conventional,2015
4/5/2015,$1.41,1244324,20082,909664,2011,312568,252130,59757,681,New York,Conventional,2015
3/29/2015,$1.36,1183815,21780,882072,1813,278150,216859,61291,0,New York,Conventional,2015
3/22/2015,$1.33,1192732,22713,884993,1651,283375,223370,60006,0,New York,Conventional,2015
3/15/2015,$1.45,1097738,22592,749461,1924,323762,258642,65119,0,New York,Conventional,2015
3/8/2015,$1.36,1129334,31886,755538,2110,339800,271636,68164,0,New York,Conventional,2015
3/1/2015,$1.18,1338130,19920,1025372,2849,289988,228539,61449,0,New York,Conventional,2015
2/22/2015,$1.33,1088977,18716,757988,2885,309389,253337,56052,0,New York,Conventional,2015
2/15/2015,$1.36,997562,17342,688201,2660,289359,240951,48409,0,New York,Conventional,2015
2/8/2015,$1.11,1658709,26782,1310966,2996,317965,249204,68760,0,New York,Conventional,2015
2/1/2015,$1.36,1433763,22623,1084530,3252,323359,243186,80172,0,New York,Conventional,2015
1/25/2015,$1.36,1102868,18102,768132,3184,313450,249848,63602,0,New York,Conventional,2015
1/18/2015,$1.37,1044281,18946,749309,3039,272986,211934,61052,0,New York,Conventional,2015
1/11/2015,$1.34,1018226,15881,714531,2316,285499,221731,63767,0,New York,Conventional,2015
1/4/2015,$1.09,1402890,23641,1127882,1871,249496,178683,70813,0,New York,Conventional,2015
12/27/2015,$1.20,3156360,69921,2313156,35858,737426,690117,46305,1004,NORTHEAST,Conventional,2015
12/20/2015,$1.20,3190120,72577,2330694,14910,771939,709816,60823,1300,NORTHEAST,Conventional,2015
12/13/2015,$1.09,3696552,81055,2852334,4716,758446,706708,51735,4,NORTHEAST,Conventional,2015
12/6/2015,$1.14,3218495,85445,2541187,3341,588522,547612,40901,9,NORTHEAST,Conventional,2015
11/29/2015,$1.22,2593781,71192,1964334,3025,555230,513648,41582,0,NORTHEAST,Conventional,2015
11/22/2015,$1.16,3026217,79007,2316405,4067,626738,581899,44834,5,NORTHEAST,Conventional,2015
11/15/2015,$1.09,3538946,89243,2738914,3393,707397,658543,48854,0,NORTHEAST,Conventional,2015
11/8/2015,$1.10,4205775,86385,3333003,4492,781895,645890,136005,0,NORTHEAST,Conventional,2015
11/1/2015,$1.09,4801621,95356,3920642,4729,780894,697293,83581,19,NORTHEAST,Conventional,2015
10/25/2015,$1.15,3306614,88907,2438454,3364,775889,693913,81976,0,NORTHEAST,Conventional,2015
10/18/2015,$0.99,4866607,93569,4025382,5421,742234,661215,81018,2,NORTHEAST,Conventional,2015
10/11/2015,$1.23,3307829,88377,2383019,4365,832068,721416,110651,2,NORTHEAST,Conventional,2015
10/4/2015,$1.21,3585183,99667,2679761,5434,800322,716568,83754,0,NORTHEAST,Conventional,2015
9/27/2015,$1.13,3739073,86279,2965154,4786,682854,589490,93364,0,NORTHEAST,Conventional,2015
9/20/2015,$1.21,3334592,86196,2492114,4294,751988,672883,79105,0,NORTHEAST,Conventional,2015
9/13/2015,$1.14,4205295,95840,3364305,4617,740533,638404,102123,6,NORTHEAST,Conventional,2015
9/6/2015,$1.18,4088062,99312,3227507,6693,754549,688674,65777,98,NORTHEAST,Conventional,2015
8/30/2015,$1.20,3825967,93228,2981372,11075,740291,678533,60808,950,NORTHEAST,Conventional,2015
8/23/2015,$1.13,4146221,107907,3291931,7167,739216,682204,55968,1044,NORTHEAST,Conventional,2015
8/16/2015,$1.17,4221435,97140,3382543,8139,733613,677997,55602,14,NORTHEAST,Conventional,2015
8/9/2015,$1.10,4786334,105394,3894802,9117,777022,722078,54944,0,NORTHEAST,Conventional,2015
8/2/2015,$1.19,4154659,104772,3244096,11726,794064,742930,51132,3,NORTHEAST,Conventional,2015
7/26/2015,$1.28,3757525,102483,2757146,14865,883032,815706,67280,46,NORTHEAST,Conventional,2015
7/19/2015,$1.27,4169213,107602,3057929,36476,967206,900291,66844,70,NORTHEAST,Conventional,2015
7/12/2015,$1.20,4454139,110243,3051823,75096,1216977,1148604,67208,1165,NORTHEAST,Conventional,2015
7/5/2015,$1.24,4855274,122190,3328289,92678,1312116,1208641,102680,795,NORTHEAST,Conventional,2015
6/28/2015,$1.30,4100932,105387,2670470,72709,1252367,1129604,121974,789,NORTHEAST,Conventional,2015
6/21/2015,$1.27,4508474,106860,3203945,77296,1120373,1052771,66494,1108,NORTHEAST,Conventional,2015
6/14/2015,$1.20,4561750,112693,2985954,56827,1406275,1285656,118367,2252,NORTHEAST,Conventional,2015
6/7/2015,$1.27,4721927,109588,3416600,7059,1188680,1099882,87701,1098,NORTHEAST,Conventional,2015
5/31/2015,$1.34,4329240,116068,2954176,5489,1253507,1154092,97865,1551,NORTHEAST,Conventional,2015
5/24/2015,$1.26,4661457,112426,3212552,7775,1328704,1206950,120720,1033,NORTHEAST,Conventional,2015
5/17/2015,$1.33,4094678,114066,2730591,5593,1244428,1156872,87403,153,NORTHEAST,Conventional,2015
5/10/2015,$1.21,5498650,134556,4143703,10221,1210170,1120295,89875,0,NORTHEAST,Conventional,2015
5/3/2015,$1.24,4597313,129460,3365963,13488,1088404,954845,132616,943,NORTHEAST,Conventional,2015
4/26/2015,$1.36,3646364,110931,2492744,7040,1035648,902142,132856,651,NORTHEAST,Conventional,2015
4/19/2015,$1.31,3786141,110955,2552885,6390,1115911,984679,131233,0,NORTHEAST,Conventional,2015
4/12/2015,$1.33,3203213,93988,2102180,5307,1001739,920108,81630,0,NORTHEAST,Conventional,2015
4/5/2015,$1.34,3467771,97888,2409450,6204,954230,869575,83524,1131,NORTHEAST,Conventional,2015
